page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://lawa.lu.ch/wald/waldnutzung/Erschliessung;No;No;No;N/A;N/A;Discusses the infrastructure for sustainable wood utilization and forest care in the Canton of Luzern.
https://steuern.lu.ch/steuererklaerung/steuererklaerung_jurp;Yes;Yes;No;Webpage;Finance and taxes;Provides tax declaration software for legal entities and system requirements.
https://ksberomuenster.lu.ch/dienstleistungen/ICT;Yes;No;No;N/A;N/A;Discusses ICT support for educational infrastructure, including software and hardware.
https://lawa.lu.ch/wald/waldnutzung/Regionale_Waldeigentuemer_Organisationen;No;No;No;N/A;N/A;Discusses the organization and management of forest lands in the Canton of Luzern.
https://grundbuch.lu.ch/grundlagen/Grundstueckerwerb_durch_Personen_im_Ausland;No;No;No;N/A;N/A;Discusses the legal regulations for foreigners acquiring land in Switzerland.
https://www.lu.ch/-/klu/ris/cdws/document?fileid=28ef5a5a6af34fadb78934650c7a2d2b;No;No;No;N/A;N/A;Discusses financial reforms and adjustments in the Canton of Luzern.
https://steuern.lu.ch/steuererklaerung/steuererklaerung_grundstueckgewinnsteuer;Yes;Yes;Yes;PDF;Finance and taxes;Provides a PDF form for filing property gain tax and mentions the requirement of Adobe Reader for correct display.
https://rawi.lu.ch/down_loads;No;No;No;N/A;N/A;Provides downloadable materials like forms, guides, and reports in various sectors including construction and spatial planning.
https://mehrwertausgleich.lu.ch/Muster;No;No;No;N/A;N/A;Provides templates and sample documents for various administrative and zoning processes.
https://wahlen.lu.ch/srat/wahlvorbereitung/wahlanleitung;No;No;No;N/A;N/A;Provides guidance for National and Council elections in 2023, including contact information for media and organizational queries.
https://informatik.lu.ch/Kontaktformular;Yes;No;No;N/A;N/A;Provides a contact form for the Department of Informatics in Luzern, not to be used for support or password issues.
