page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://gerichte.lu.ch/recht_sprechung/lgve/Ajax?EnId=10968;No;No;No;N/A;N/A;The page provides legal decisions and judgments.
https://mse.lu.ch/intern;No;No;No;N/A;N/A;The page is restricted and could not be analyzed.
https://finanzen.lu.ch/wegleitungen_oeffentlicher_Link;No;No;No;N/A;N/A;The page provides tax guides for various topics.
https://finanzen.lu.ch/Disclaimer;No;No;No;N/A;N/A;The page provides a disclaimer and legal information regarding the use of the portal.
https://disg.lu.ch/themen/Fachberatung_Kinderschutz;No;No;No;N/A;N/A;The page provides information and resources for victims of crimes, focusing on child protection and victim support services.
https://weltvonmorgen-beruf.lu.ch/06_Modell_Regelungstechnik;Yes;No;No;N/A;N/A;The page discusses the importance of automation and digitalization in technical professions, focusing on a model for control technology that can be programmed with software.
https://steuern.lu.ch/publikationen/nav_wegleitungen/wegleitungenaeltereperioden;No;No;No;N/A;N/A;The page serves as an archive for tax return guides from various years.
https://gemeinden.lu.ch/ueber_uns/Newsarchiv;No;No;No;N/A;N/A;The page serves as an archive for news and updates related to municipalities.
https://vif.lu.ch/down_load/fachordner/fachordner_naturgefahren;No;No;No;N/A;N/A;The page provides resources for risk management related to natural hazards, including guidelines and templates for various projects.
https://beruf.lu.ch/Berufslehre/Berufslehre_im_Betrieb/Lehrverhaeltnis/Informationen_zum_Lehrverhaeltnis/Fragebogen_LAUF;No;No;No;N/A;N/A;The page provides a questionnaire for vocational trainers and trainees to prepare for discussions during supervisory visits.
https://steuern.lu.ch/sitemap;No;No;No;N/A;N/A;The page serves as a sitemap, providing an overview of the various sections and topics covered on the website related to taxation.
