page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.zh.ch/de/mobilitaet/fuehrerausweis-fahren-lernen/verkehrsmedizin/fahreignungsabklaerung.html;No;No;No;N/A;The page provides information on how to apply for a traffic medical or psychological assessment in Zurich, including details on the process, costs, and requirements.
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/2007-brb-14-volksschule-mathematiklehrmittel-fuer-die-sekundarstufe-neusch.html;Yes;No;Yes;CD-ROM, DVD;The page details the concept for the creation of an intercantonal mathematics textbook for secondary level I, including the production of software components such as CD-ROMs and DVDs for educational purposes.
https://www.zh.ch/de/politik-staat/opendata/leitlinien.html;Yes;No;No;N/A;The page outlines the guidelines for providing open government data in the Canton of Zurich, including the process of making data machine-readable and freely available to the public.
https://www.zh.ch/de/webangebote-entwickeln-und-gestalten/inhalt/inhalte-gestalten/services-anbieten/online-formulare-erstellen.html;Yes;No;No;N/A;The page provides guidelines for creating online forms for the Canton of Zurich's websites and web applications, focusing on user needs, data privacy, and design principles.
https://www.zh.ch/de/familie/lebensereignisse.html;No;No;No;N/A;The page provides information on various life events related to family matters in Zurich, including name changes, civil status events abroad, and paternity recognition.
https://www.zh.ch/de/bildung/jobs-ausbildungen-im-schulfeld/aus-und-weiterbildungen-im-schulfeld/kursangebot-des-volksschulamts.html;No;No;Yes;Online Handbook;The page offers information on various courses and training programs for school authorities in Zurich, including an online handbook for school boards and school leaders with instructions and guidance on school management.
https://www.zh.ch/de/steuern-finanzen/steuern/steuern-juristische-personen/steuererleichterung-beantragen.html;No;No;No;N/A;The page is not accessible (404 error).
https://www.zh.ch/de/planen-bauen/tiefbau/strassenanlagen/strassenentwaesserung.html;No;No;Yes;PDF Documents;The page details the strategy for road drainage in the Canton of Zurich, including guidelines, regulations, and downloadable PDF documents related to the planning and execution of water protection measures.
https://www.zh.ch/de/umwelt-tiere/energie/grossverbraucher.html;No;No;Yes;PDF Documents, Excel Tools;The page provides information on energy analysis for large consumers in the Canton of Zurich, including guidelines, agreements, requirements, and downloadable PDF documents and Excel tools for energy consumption analysis.
https://www.zh.ch/de/bildung/informationen-fuer-schulen/informationen-volksschule/volksschule-fuehrung/volksschule-finanzen-infrastruktur/bildung-und-ict.html;Yes;No;No;N/A;The page provides information and support tools for schools in Zurich to implement their local media and ICT concepts, including details on infrastructure development, digital transformation, and VoIP telephony solutions.
