page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.zh.ch/de/politik-staat/gemeinden/interkommunalezusammenarbeit/zweckverband.html;No;No;No;N/A;The page discusses the concept of Zweckverband, a form of collaboration between municipalities in the Canton of Zürich, explaining its purpose, organization, statutes, and related legal matters.
https://www.zh.ch/de/webangebote-entwickeln-und-gestalten/inhalt/designsystem/seitentypen/serviceseite.zhweb-noredirect.zhweb-cache.html?node-id=19036%3A198811;Yes;No;No;N/A;"The page provides details about the design and behavior of a ""Serviceseite"" (Service Page) within the Canton of Zürich's web system, including its appearance and components."
https://www.zh.ch/de/umwelt-tiere/umweltschutz/umweltpraxis/definitionsseite/2005/41/zup041_2005_a0051_laerm-pdf.html;No;No;No;N/A;"The page provides information about a document titled ""Modellierte Immissionen: Mit wenig Aufwand zum guten Kataster,"" related to noise immissions, authored by Peter Graf and Richard Meyer, and available for download as a PDF."
https://www.zh.ch/de/migration-integration/integration/integrationsagenda/online-handbuch-iazh.html;No;No;No;N/A;The page outlines the principles and guidelines of the Integrationsagenda des Kantons Zürich (IAZH), a support system for refugees in the Canton of Zürich, including information on financing, reporting, coordination, and standards.
https://www.zh.ch/de/bildung/schulen/volksschule/volksschule-gesundheit-und-praevention/schulaerztliche-angebote.html;No;No;No;N/A;The page describes the medical services offered to students in the Canton of Zürich, including mandatory health examinations, vaccinations, and the role of school doctors in health education and prevention.
https://www.zh.ch/de/planen-bauen/tiefbau/strassenanlagen/bim-im-tiefbau.html;Yes;No;No;N/A;The page discusses Building Information Modeling (BIM) in civil engineering, focusing on its implementation in the Canton of Zürich. It covers the digitalization of construction, the BIM method, its benefits, and the cultural shift in the construction industry.
https://www.zh.ch/de/webangebote-entwickeln-und-gestalten/inhalt/designsystem/muster/anleitung.zhweb-noredirect.zhweb-cache.html?node-id=18450%3A170695;Yes;Yes (webpage guide);No;Webpage;The page provides a guide on how to create instructions for websites and web applications within the Canton of Zürich's design system. It includes details on creating ordered lists, checklists, and ensuring that instructions are user-friendly.
https://www.zh.ch/de/sport-kultur/kultur/kulturfoerderung/auszeichnungen/anerkennungsbeitraege.html;No;No;No;N/A;Content not available.
https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/gewaesserschutz/planung-abwasserentsorgung.html;No;No;No;N/A;The page provides comprehensive information on wastewater disposal planning in the Canton of Zürich, including guidelines, regulations, and documents related to drainage planning, earthquake prevention, and stormwater management.
https://www.zh.ch/de/wirtschaft-arbeit/zuercher-wirtschaftszahlen/cluster-daten/kreativwirtschaft.html;No;No;No;N/A;The page provides statistical data and insights into the creative economy in the Canton of Zürich, including information on cluster density, regional distribution, and the overall contribution of the creative industry to the local economy.
