page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.zh.ch/de/finanzdirektion/kdmz/beschaffung-material.html;Yes;No;No;N/A;The page discusses the procurement of office and cleaning materials, including the support for the procurement of hardware and software through framework agreements with suppliers.
https://www.zh.ch/de/mobilitaet/fussverkehr/kommunale-fusswegnetzplanung.html;No;No;No;N/A;The page provides information on municipal pedestrian network planning, including requirements, guidelines, and contacts for pedestrian traffic planning in the Canton of Zürich.
https://www.zh.ch/de/politik-staat/teilhabe.html;No;No;No;N/A;The page focuses on the concept of participation within the Canton of Zürich, discussing various programs and initiatives aimed at fostering active involvement of diverse individuals in public life.
https://www.zh.ch/de/wirtschaft-arbeit/stellensuche-arbeitslosigkeit/beratung-vermittlung/interinstitutionelle-zusammenarbeit/personen-anmeldung-faelle-bearbeiten.html;No;No;No;N/A;The page provides instructions on how to register and manage cases in the context of inter-institutional collaboration (IIZ) in the Canton of Zürich, including details on data protection and contact information for support.
https://www.zh.ch/de/soziales/sozialhilfe/sozialhilfehandbuch/flexdata-definition/3-zustaendigkeit/3-1-zustaendigkeitsordnung-in-der-sozialhilfe/3-1-04-unterstuetzungszustaendigkeit-fuer-personen-des-asyl-und-fluechtlingsbereichs/versions/2.html;No;No;No;N/A;The page details the responsibility for support for individuals in the asylum and refugee sector in the Canton of Zürich, including legal foundations, regulations, and procedures related to asylum and temporary protection.
https://www.zh.ch/de/planen-bauen/bauvorschriften/bauvorschriften-gebaeude-energie/heizungsersatz.html;No;No;No;N/A;The page outlines regulations and guidelines for replacing heating systems in the Canton of Zürich, emphasizing the use of renewable energies and providing detailed information on procedures, exceptions, and available forms and tools.
https://www.zh.ch/de/migration-integration/integration/integrationsagenda/akkreditierung-von-foerdermassnahmen/reakkreditierung-alphabetisierungskurs.html;No;No;No;N/A;The page could not be found (404 error).
https://www.zh.ch/de/gesundheit/gesundheitsberufe/pharmazie/bewilligung-taetigkeit-unter-aufsicht.html;No;No;No;N/A;The page provides instructions on how to apply for a permit to employ a pharmacist under supervision in the Canton of Zürich, including requirements, fees, processing time, and necessary documents.
https://www.zh.ch/de/bildung/informationen-fuer-schulen/informationen-volksschule/volksschule-organisation/schulstufen-uebergaenge/kindergarten-planungshinweise-fuer-schulen.html;No;No;No;N/A;The page provides planning guidance for schools regarding kindergarten in the Canton of Zürich, including organizational and pedagogical materials, transition guidance, and resources for involving parents and community.
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/2006-brb-27-volksschule-mittel-und-oberstufe-lehrmittel-zur-informatik-und.html;Yes;No;No;N/A;The page details the creation of a new teaching material for computer science and media education for middle and upper school levels in the Canton of Zürich. It outlines the need for an updated curriculum, the concept, content, form, and financial aspects of the new material, and the timeline for its development.
