page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.zh.ch/de/umwelt-tiere/umweltschutz/umweltpraxis/definitionsseite/2005/43/zup043_2005_a0051_baulaerm-pdf.html;No;No;No;N/A;The page provides information about guidelines for reducing construction noise, including a downloadable PDF on the subject.
https://www.zh.ch/de/politik-staat/kanton/kantonale-verwaltung/versicherungen-schadenfaelle/schaeden-an-privatfahrzeugen-auf-dienstfahrten-und-andere-sachsc.html;No;No;No;N/A;The page provides instructions on handling insurance claims for private vehicles during official duty, including downloadable PDF forms for reporting damages.
https://www.zh.ch/de/gesundheit/chemikalien/akteure-chemikalien.html;No;No;No;N/A;The page provides comprehensive information about the safe handling, storage, transportation, and disposal of chemicals, including guidelines for schools, businesses, and private use.
https://www.zh.ch/de/planen-bauen/baubewilligung/umweltschutz-auf-baustellen/luftreinhaltung-auf-baustellen.html;No;No;No;N/A;The page outlines measures for air pollution control on construction sites in the Canton of Zürich, including the use of particle filters on machinery and guidelines for reducing emissions, with several downloadable PDF documents related to the subject.
https://www.zh.ch/de/bildung/informationen-fuer-schulen/informationen-volksschule/volksschule-schulinfo-unterricht.html;No;No;No;N/A;The page provides information about the educational system for primary and secondary schools in the Canton of Zürich, including details about assessments, grading, and teaching materials, with downloadable PDF documents related to the subject.
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/2007-brb-41-volksschule-mathematiklehrmittel-fuer-die-unterstufe-neuschaff.html;No;No;No;N/A;The page details a decision by the Bildungsrat regarding the creation of new mathematics teaching materials for primary schools in the Canton of Zürich, including the development of computer-supported learning.
https://www.zh.ch/de/gesundheit/gesundheitsberufe/zahnmedizin.html;No;No;No;N/A;The page provides information about dental medicine, regulations, and practices in the Canton of Zürich, including details about electronic patient dossiers and a mention of algorithms in the context of a digital project.
https://www.zh.ch/de/umwelt-tiere/abfall-rohstoffe/abfaelle/informationen-gemeinden/littering.html;No;No;No;N/A;The page discusses littering in the Canton of Zürich, detailing its impact, causes, costs, and measures to combat it, including downloadable PDFs related to the subject.
https://www.zh.ch/de/bildungsdirektion/generalsekretariat-der-bildungsdirektion/bildungsrat/suche-bildungsratsbeschluesse/2008-brb-2-bildungsraetliche-kommission-fuer-schulinformatik.html;Yes;No;No;N/A;The page details the mandate and history of the Bildungsrätliche Kommission for Media and ICT in the Canton of Zürich, focusing on the integration of information and communication technologies in education, including strategies, developments, and coordination among various educational levels.
https://www.zh.ch/de/wirtschaft-arbeit/gleichstellung/gleichstellung-in-der-bildung.html;No;No;No;N/A;The page focuses on gender equality in education and career choices in the Canton of Zürich, discussing stereotypes, gender-neutral language, and future career prospects in the context of digitalization, with downloadable PDFs related to the subject.
