page_link;explanation;software_name
https://www.ag.ch/de/verwaltung/dfr/geoportal/online-karten;The page provides information on how to use the Online Karten service for various geographical data queries.;Online Karten
https://www.ag.ch/de/verwaltung/dvi/strassenverkehr/koerperbehinderung-verkehrsmedizin/arztpersonen/qualitaetssicherung-emedko;The page details the use of the emedko electronic application for medical checks related to driving licenses and professional transport permits.;emedko
https://www.ag.ch/de/verwaltung/dvi/kantonspolizei/praevention/cybercrime;The page offers general information on cybercrime and how to protect oneself, but does not specifically mention or link to any software or online services.;
https://www.ag.ch/de/verwaltung/dvi/grundbuch-vermessung/oereb-kataster;The page provides information on the ÖREB-Kataster and OEREBlex services for accessing property-related legal information.;ÖREB-Client,OEREBlex
https://www.ag.ch/de/verwaltung/dgs/gesundheit/gesundheitsversorgung/restkostenfinanzierung/stationaer/elektronische-abrechnung;The page outlines the process for healthcare providers to submit invoices electronically, but does not specify the name of any software or online service used for this purpose.;
https://www.ag.ch/de/verwaltung/dvi/grundbuch-vermessung/grundbuch/informatisiertes-grundbuch/agobis;The page provides information on how to access and navigate the AGOBIS system, which is used for handling land registry data.;AGOBIS,GMV (Geres Message Viewer)
https://www.ag.ch/de/verwaltung/dvi/gemeindeaufsicht/fachstelle-datenaustausch/aargauischen-grundstueck-und-objektinformationssystem-(agobis);The page elaborates on how AGOBIS and GMV (Geres Message Viewer) are used for handling land registry data and messages.;AGOBIS,GMV (Geres Message Viewer)
https://www.ag.ch/de/verwaltung/dfr/ueber-uns/organisation/hr-aargau/pki-zertifizierungen;The page provides guidelines on PKI (Public Key Infrastructure) certification for employees of the Canton of Aargau, but does not specify the name of any software or online service used for this purpose.;
https://www.ag.ch/de/verwaltung/dfr/steuern/natuerliche-personen/steuererklaerung-easytax/esteuerauszug;The page provides information on how to use the eSteuerauszug feature to import bank data into the EasyTax software for tax declaration.;EasyTax
https://www.ag.ch/de/verwaltung/dfr/steuern/natuerliche-personen/steuererklaerung-easytax;The page provides download links and version history for the EasyTax software, which is used for tax declaration.;EasyTax
