page_link;explanation;software_name
https://www.ag.ch/de/ueber-uns/jobs-karriere/bildungsangebote/uebungsdateien-informatik;The page offers downloadable ZIP files containing exercise files for various software.;Excel 2016, Outlook 2016, PowerPoint 2016, Word 2016, Adobe Acrobat DC, Project 2016, Visio 2016
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=jagdstatistik-erfassen-290998da-82d0-425d-9fb7-7d39235bcb05_de;The page provides instructions for using an electronic application to record hunting statistics.;Jagdstatistik
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=geodaten-beziehen-25a98e5f-f777-4bca-92d4-3a8a8e9a0ff3_de;The page provides a guide on how to download geodata through a specific application.;Geodatenshop
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=fischfangstatistik-einreichen-af4c55e8-2bb3-44ae-96d9-36efd79dad25_de;The page provides instructions for using an electronic application to record fishing statistics.;Fischfangstatistik
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=bkonline-starten-dcf3b88c-7eb7-41f2-93f9-d520d5908760_de;The page provides instructions for accessing and using the BKOnline platform, which is intended for employees of forestry companies.;BKOnline
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=an-eanhoerungen-teilnehmen-e0ad19b4-9807-42a4-951d-e58102d11d57_de;The page provides instructions for participating in eAnhörungen (eHearings) through the Smart Service Portal.;eAnhörungen, Smart Service Portal
https://www.ag.ch/de/gerichte/ueber-uns/elektronischer-rechtsverkehr;The page provides guidelines for submitting legal documents electronically to the courts in the Canton of Aargau.;IncaMail, PrivaSphere, SuisseID, SwissSigner
https://www.ag.ch/de/verwaltung/dvi/strassenverkehr/koerperbehinderung-verkehrsmedizin/koerperbehinderung;The page provides information about procedures and guidelines for people with physical disabilities in relation to road traffic but does not mention any specific software.;
https://www.ag.ch/de/verwaltung/dfr/ueber-uns/organisation/informatik-aargau/fernwartung;The page provides instructions for setting up remote support using ISL Client and ISL LightDesk 4.;ISL Client, ISL LightDesk 4
https://www.ag.ch/de/verwaltung/dfr/steuern/natuerliche-personen/steuererklaerung-easytax/haeufige-fragen-zu-easytax;The page provides comprehensive FAQs and guidelines for using the EasyTax software for tax declarations.;EasyTax
https://www.ag.ch/de/verwaltung/dfr/landwirtschaft/programm-labiola/merkblaetter-labiola;The page provides various PDF guidelines related to agricultural practices but does not mention any specific software.;
