page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.steuerverwaltung.bs.ch/kantonales-inkasso/inkasso-mandanten.html;No;No;No;N/A;The page is about tax collection services provided by the Steuerverwaltung Basel-Stadt.
https://www.steuerverwaltung.bs.ch/steuererklaerung/juristische-personen/steuererklarung/formulare.html;No;No;Yes;PDF, XLS;The page provides tax forms for legal entities, some of which are in electronic formats like PDF and XLS.
http://www.workplacebs.bs.ch/Prozesse/SW-entfernen.html;N/A;N/A;N/A;N/A;Unable to retrieve content from the web page.
https://www.geo.bs.ch/mapbs/mapbs-einbinden.html;Yes;Yes;Yes;PDF;The page provides instructions on how to embed MapBS, a mapping software, into websites.
https://www.marketing.bs.ch/Aussenbeziehungen/eza/projekte/bewilligungen-2014.html;No;No;No;N/A;The page discusses various projects funded by the Kanton Basel-Stadt, focusing on social and developmental issues.
https://www.gesundheit.bs.ch/gesundheitsfoerderung/gesundheitsinformationen/tipp-des-monats/alle-tipps/slackline.html;No;No;No;N/A;The page provides tips on slacklining as a form of balance training.
https://www.volksschulen.bs.ch/unterricht/schulentwicklung/digitalisierung_edubs-book.html;N/A;N/A;N/A;N/A;Unable to retrieve content from the web page.
https://www.itbs.bs.ch/dienstleistungen/egovernment/das-ekonto/faq-ekonto.html;Yes;Yes;Yes;Webpage;The page provides a FAQ section for eKonto, a government e-service, including troubleshooting and 2-factor authentication.
https://www.steuerverwaltung.bs.ch/steuererklaerung/juristische-personen/steuererklarung-b/formulare.html;No;No;Yes;PDF, XLS;The page provides tax forms for legal entities, some of which are in electronic formats like PDF and XLS.
https://www.staatsarchiv.bs.ch/ueber-uns/engagements/taetigkeiten/erschliessung.html;No;No;No;N/A;The page discusses the activities and responsibilities of the Staatsarchiv Basel-Stadt, including the organization and cataloging of archival materials.
https://www.jfs.bs.ch/fuer-sportlerinnen-und-sportler/sportangebote/kinder-im-vorschulalter.html;No;No;No;N/A;The page focuses on promoting regular physical activity and balanced nutrition for pre-school children in Basel-Stadt.
https://www.sozialversicherungsgericht.bs.ch/gerichtsverfahren/merkblatt.html;No;No;No;N/A;The page provides guidelines on the formal requirements for submissions to the Social Insurance Court of Basel-Stadt.
https://www.ed.bs.ch/ueber-das-departement/FAQ-Datendiebstahl.html;Yes;Yes;Yes;Webpage;The page provides a FAQ section about a data theft incident affecting the Erziehungsdepartement, including cybersecurity measures and contact information for IT security.
https://www.ed.bs.ch/veranstaltungskalender/2023-03-02/2023-03-25-Bereit-f-r-den-Fr-hling-.html;No;No;No;N/A;The page provides information about a spring-themed event organized by the Erziehungsdepartement Basel-Stadt, focusing on crafting and gardening.
https://www.bs.ch/publikationen/gesundheit/Postpartale-Depression.html;No;No;No;N/A;The page offers a downloadable brochure aimed at professionals, providing comprehensive information on postpartum depression.
https://www.aue.bs.ch/energie/foerderbeitraege/holzheizungen.html;No;No;No;N/A;The page provides information on subsidies for wood heating systems, including eligibility criteria and application procedures.
https://www.geo.bs.ch/geodaten/geodienste/wmsbs/hilfe.html;Yes;Yes;Yes;Webpage;The page provides detailed instructions on how to integrate WMS services into various GIS software platforms like QGIS, ArcGIS, AutoCAD, Leaflet, and Openlayers.
https://www.staatskanzlei.bs.ch/politische-rechte/wahlen-abstimmungen/e-voting.html;Yes;Yes;Yes;Webpage;The page provides comprehensive information on E-Voting in Basel-Stadt, including guidelines for people with disabilities and overseas citizens.
https://www.tiefbauamt.bs.ch/abwasser/schaedlingsbekaempfung.html;No;No;No;N/A;The page discusses pest control measures in the sewage system of Basel-Stadt, focusing on the prevention of rats and cockroaches.
