page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.gesundheit.bs.ch/ueber-uns/veranstaltungen/vortragsreihe-16-17-4.html;No;No;No;N/A;The page is about a series of lectures on health topics.
https://www.itbs.bs.ch/dienstleistungen/egovernment/das-ekonto.html;Yes;No;No;N/A;The page is about e-government services, specifically eKonto.
https://www.archaeologie.bs.ch/bewahren/dokumentationsarchiv.html;No;No;No;N/A;The page is about an archaeological documentation archive.
https://www.gesundheit.bs.ch/gesundheitsfoerderung/gesundheitsinformationen/cafe-balance-all-italiana.html;No;No;No;N/A;The page is about a health promotion initiative called 'Café Balance all'Italiana'.
https://www.itbs.bs.ch/dienstleistungen/egovernment/das-ekonto/ekonto-firmen-tutorial.html;Yes;Yes;No;Webpage;The page provides a tutorial for companies on how to use eKonto.
https://www.kfoeb.bs.ch/vergabeverfahren/wahl-verfahrenart/auftragsart.html;No;No;No;N/A;The page is about the selection of procurement procedures.
https://www.stadtgaertnerei.bs.ch/mein-garten/gartentipps/herbst/laubentsorgung.html;No;No;No;N/A;The page provides tips on leaf disposal in gardens.
https://www.gesundheit.bs.ch/ueber-uns/veranstaltungen/144-tag.html;No;No;No;N/A;The page is about an event focused on 'First Aid'.
https://www.aue.bs.ch/abfaelle/haushaltsabfaelle/bio-klappe.html;No;No;No;N/A;The page could not be retrieved (404 error).
https://www.stadtgaertnerei.bs.ch/ueber-uns/produkte-und-dienstleistungen/schutzmaterialien-fuer-baeume-und-gruenflaechen/installationen-an-baeumen-.html;No;No;No;N/A;The page is about tree protection materials and installations.
