page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.gva.bs.ch/vermessung/amtliche-vermessung/lv95-transformation.html;Yes;Yes;Yes;Webpage;Discusses the transition from LV03 to LV95 coordinate systems.
https://www.geo.bs.ch/geodaten/geodienste/wfsbs/hilfe.html;Yes;Yes;Yes;Webpage;Provides guidelines for integrating WFS services into QGIS.
https://www.aue.bs.ch/wasser/oberflaechengewaesser/neozoen/verbreitung-stoppen.html;No;No;No;N/A;Discusses measures to prevent the spread of invasive species.
https://www.geo.bs.ch/geodaten/geodienste/suchdienst/hilfe.html;Yes;Yes;Yes;Webpage;Provides guidelines for using the search service to query various layers.
https://www.mb.bs.ch/weiterbildung/angebote-staatlichen-schulen.html;Yes;No;No;N/A;Discusses various courses and further education programs.
https://www.mb.bs.ch/schulen/berufsfachschulen/informatikmittelschule.html;Yes;No;No;N/A;Discusses the Informatikmittelschule, a full-time school offering a four-year program.
https://www.sozialhilfe.bs.ch/ueber-uns/Digitaler-Briefkasten/Anleitung-Digitaler-Briefkasten.html;Yes;Yes;Yes;Webpage;Provides a guide on how to use the digital mailbox system.
http://www.workplacebs.bs.ch/Prozesse/SW-verfuegen.html;No;No;No;N/A;Data retrieval is incomplete.
https://www.gva.bs.ch/ueber-uns/Informatik-BVD.html;Yes;No;No;N/A;Discusses the IT department's role in managing software architecture.
https://www.statistik.bs.ch/aktuell/stromverbrauch.html;No;No;No;N/A;Discusses trends in electricity consumption in Basel-Stadt.
