page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://zg.ch/de/recht-justiz/rechtsanwalt-anwaeltin-werden/anwaltspraktikum;No;No;No;N/A;N/A;Information about legal internships required for the bar exam in the Canton of Zug.
https://zg.ch/de/news/news~_2022_9_Obergericht-stellt-Urteile-online~;Yes;No;No;N/A;E-governance and administration;Announcement about the Canton of Zug's Supreme Court publishing its decisions online using specific software.
https://zg.ch/de/news/news~_2019-ZUPO_8_218---Einsatz-der-Blaulichtorganisationen-am-esaf-2019~;No;No;No;N/A;N/A;Information on the preparedness of emergency services for the 2019 Swiss Wrestling and Alpine Festival in Zug.
https://zg.ch/de/news/news~_2020-ZUPO_9_208---Baar--Sonntagfahrt-endet-mit-Festnahme~;No;No;No;N/A;N/A;Report on the arrest of a driver and passenger for multiple violations on the A4 highway.
https://zg.ch/de/migration-integration/einreise-und-aufenthalt/angebote-und-informationen-fuer-neuzugezogene;No;No;No;N/A;N/A;Information and services for new residents in the Canton of Zug, including language courses and integration programs.
https://zg.ch/de/news/news~_2022_8_10-infos-des-regierungsrats~;Yes;No;No;N/A;E-governance and administration;Various updates from the government council, including the acquisition of new planning software for Pro Senectute Kanton Zug.
https://zg.ch/de/news/news~_2019-ZUPO_6_136---Kanton-Zug--Polizeidrohne-fuer-die-Spurensicherung~;Yes;No;No;N/A;Social and public security;Announcement about the Zuger Police's new drone technology for crime scene documentation, which includes specialized software for creating 3D models.
https://zg.ch/de/news/news~_2020_3_Coronavirus-Sars-CoV-2-Zwei-weitere-Faelle-im-Kanton-Zug~;No;No;No;N/A;N/A;Report on two additional cases of COVID-19 in the Canton of Zug, along with guidelines for public events and hygiene measures.
https://zg.ch/de/news/news~_2020_8_Zuger-Schutzkonzepte-zum-Schulstart~;No;No;No;N/A;N/A;Information on safety protocols for the start of the school year in the Canton of Zug, including quarantine rules and mask mandates.
https://zg.ch/de/news/news~_2020_3_Coronavirus-Sars-CoV-2-Erste-Person-aus-dem-Kanton-Zug-infiziert~;No;No;No;N/A;N/A;Report on the first case of COVID-19 in the Canton of Zug, along with guidelines for people showing symptoms.
https://zg.ch/de/direktion-des-innern/amt-fuer-grundbuch-und-geoinformation/geoinformation;Yes;No;No;N/A;Maps, infrastructures and territorial planning;Overview of the Canton of Zug's Geoinformation Department, which operates an interactive map library and provides geospatial data through various digital platforms.
