page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://zg.ch/de/news/news~_2023_6_reinigungspflicht-fuer-schiffe-in-zuger-gewaessern~;No;No;No;N/A;N/A;Discusses the cleaning obligation for ships in Zuger waters to prevent the spread of invasive species.
https://zg.ch/de/gesundheit/verbraucherschutz/lebensmittel/exportzertifikate;No;No;No;N/A;N/A;Provides information on how to apply for export certificates for food and consumer goods in the Canton of Zug.
https://zg.ch/de/planen-bauen/geoinformation/geoinformationen-erklaert/faq;Yes;Yes;Yes;Web-based;Maps, infrastructures and territorial planning;Provides FAQs and terms related to geoinformation, including guides for using ZugMap.ch and other geodata services.
https://zg.ch/de/news/news~_2020-ZUPO_8_194---Kanton-Zug--Bei-Anruf-Betrug~;Yes;Yes;No;Text;Social and public security;Warns about fraudulent phone calls and emails aimed at stealing banking login information through malware.
https://zg.ch/de/news/news~_2020_3_Coronavirus-COVID-19-Meldepflicht-fuer-Veranstaltungen-im-Kanton-Zug~;No;No;No;N/A;N/A;Discusses the mandatory reporting of events in the Canton of Zug due to COVID-19 and the measures taken by health authorities.
https://zg.ch/de/gesundheit/verbraucherschutz/merkblaetter-und-formulare;No;No;No;N/A;N/A;Provides various forms and guidelines related to consumer protection, including food control and chemical regulations.
https://zg.ch/de/news/news~_2020-ZUPO_3_057---Kanton-Zug--Bevoelkerung-haelt-sich-gut-an-die-Vorgaben-des-Bundes~;No;No;No;N/A;N/A;Reports on the compliance of the population and businesses in the Canton of Zug with the federal COVID-19 regulations.
https://zg.ch/de/bildung/schulen/gemeindliche-schulen/unterricht/fachgruppen;Yes;Yes;Yes;Text;Education;Discusses the coordination and tasks of subject groups in schools, including ICT and media education.
https://zg.ch/de/bildung/informationen-fuer-schulen/privatschulen;No;No;No;N/A;N/A;Discusses the procedure for the recognition of private schools in the Canton of Zug.
https://zg.ch/de/steuern-finanzen/steuern/steuererklaerung-hilfe;Yes;Yes;Yes;Web-based;Finance and taxes;Provides a guide on how to electronically submit tax returns using the eTax.zug software.
https://zg.ch/de/natur-umwelt-tiere/umweltschutz/aquatische_neobiota1;No;No;No;N/A;N/A;Discusses measures to prevent the spread of invasive species in Swiss waters, focusing on aquatic flora and fauna.
https://zg.ch/de/planen-bauen/geoinformation/geoinformationen-nutzen/interaktive-karten-zum-klicken;Yes;Yes;Yes;Web-based;Maps, infrastructures and territorial planning;Provides interactive maps through ZugMap.ch, including features like printing, measuring, and sketching.
https://zg.ch/de/planen-bauen/grundbuch/dienstbarkeiten/dienstbarkeitsplan;Yes;Yes;Yes;Web-based;Maps, infrastructures and territorial planning;Provides guidelines for creating easement plans using ZugMap.ch, including requirements and accepted formats.
https://zg.ch/de/news/news~_2019-ZUPO_8_219---Zug--Ruhiger-Start-ins-esaf-Wochenende~;No;No;No;N/A;N/A;Reports on the smooth start of the Swiss Wrestling and Alpine Festival 2019, detailing the activities and incidents managed by the police, medical services, and fire department.
