page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=9a0c2760-a06c-3e34-896d-0c102aaeb240;Yes;No;No;N/A;News about the merging of the Abteilung Direktzahlungen and GELAN Informatik departments.
https://www.raumplanung.dij.be.ch/de/start/eplan/handbuch-planungsbehoerde/geschaefte/kartenmaterial-hochladen;No;No;No;N/A;Guidelines for uploading map material in different formats and conditions.
https://www.raumplanung.dij.be.ch/de/start/eplan.html;Yes;No;No;N/A;Overview of the ePlan project for electronic planning procedures in the Canton of Bern.
https://www.weu.be.ch/de/start/themen/veterinaerwesen/tierseuchen/salmonellose/salmonellenueberwachung-masttruten.html;No;No;No;N/A;Guidelines for salmonella monitoring in poultry farming.
https://www.faechernet.bkd.be.ch/de/start/uebergeordnete-themen/1-zyklus-spezifisches/dokumentation.html;Yes;Yes;Yes;Webpage;Information about SWITCHportfolio, a web-based tool for teachers to document classroom observations.
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=f7ca7753-1691-4092-9939-44a0489d83d1;Yes;No;No;N/A;Media release about the final phase of the Verkehrsmanagement Region Bern Nord project, which includes traffic management software.
https://www.berninvest.be.ch/de/tools/rechtliches.html;No;No;No;N/A;Legal disclaimer and data processing information for the website.
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=76abe219-c742-304c-aaad-8183714daa38;No;No;No;N/A;Media release about a new brochure aimed at promoting apprenticeships in various fields.
https://www.sv.fin.be.ch/de/start/themen/steuersituationen/kauf-verkauf-liegenschaft/allgemeine-neubewertung20.html;No;No;No;N/A;Information about the general revaluation of properties for tax purposes in 2020.
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=3f12e7dc-839a-3b51-855c-a90d36ab36d4;Yes;No;No;N/A;Media release about the use of GIS-based software for agricultural land management in the Canton of Bern.
