page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.eb.bkd.be.ch/de/tools/rechtliches.html;No;No;No;N/A;The page provides legal information related to the Canton of Bern.
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=9b1316ae-af9b-35eb-9fef-f1a818c63bc4;No;No;No;N/A;The page is a press release about the Canton of Bern's COVID-19 measures.
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=f013d5d8-61e4-395a-a3ef-8263074bc9fa;No;No;No;N/A;The page is a press release about the Canton of Bern's COVID-19 vaccination campaign.
https://www.bkd.be.ch/de/start/themen/bildung-im-kanton-bern/weiterbildung/subventionierung-von-weiterbildung/kriterien-fuer-die-subventionierung.html;No;No;No;N/A;The page provides information on criteria for educational subsidies in the Canton of Bern.
https://www.akvb-gemeinden.bkd.be.ch/de/start/angebote-der-gemeinde/ferienbetreuungsangebote/kantonsbeitraege-an-die-ferienbetreuung.html;No;No;No;N/A;The page provides information on cantonal contributions to holiday care offers.
https://www.sta.be.ch/de/tools/rechtliches.html;No;No;No;N/A;The page provides legal information related to the Canton of Bern.
https://www.asv.dij.be.ch/de/start/themen/pv/pv_anrecht-auf-pv-beantragen.html;No;No;No;N/A;The page provides information on how to apply for pension benefits in the Canton of Bern.
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=96842319-82d7-373f-8564-3fc39d0bea64;No;No;No;N/A;The page is a press release about the Canton of Bern's COVID-19 measures.
https://www.faechernet.bkd.be.ch/de/start/uebergeordnete-themen/lesefoerderung/lernende-mit-leseschwierigkeiten/leseentwicklung.html;No;No;No;N/A;The page discusses reading development and challenges in children.
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=d57b2cab-5502-43d7-bbac-805c708f53ca;No;No;No;N/A;The page is a press release about extended opening hours at the BernExpo vaccination center.
