page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=360eb3e9-efce-4d45-af8b-2609455458d3;No;No;No;N/A;Page discusses the Canton of Bern's digital strategy.
https://www.hbav.dij.be.ch/de/start/hb-dm01/administrative-einteilungen/planrahmen/hinweise.html;No;No;No;N/A;Page provides administrative guidelines for the Canton of Bern.
https://www.weu.be.ch/de/start/themen/umwelt/luft-laerm-strahlung/luft/feuerungen/brennstoffkontrollen-holzfeuerungen.html;No;No;No;N/A;Page focuses on environmental regulations for wood-burning installations.
https://www.asyl.sites.be.ch/de/tools/rechtliches.html;No;No;No;N/A;Page provides legal information related to asylum.
https://www.sv.fin.be.ch/de/start/e-services/dr-tax.html;No;No;No;N/A;Page offers e-services for tax-related matters.
https://www.lp-sl.bkd.be.ch/de/start/personelles/rueckerstattung-weiterbildung.html;No;No;No;N/A;Page provides information on reimbursement for further education.
https://www.bvsa.bkd.be.ch/de/start/finanzierung/formulare.html;No;No;No;N/A;Page offers various financial forms.
https://www.kaio.fin.be.ch/de/start/dienstleistungen/applikationen/digitale-post-aus-der-kantonsverwaltung/verschiedene-moeglichkeiten-zum-login.html;No;No;No;N/A;Page explains different login methods for digital post from the cantonal administration.
https://www.police.be.ch/de/start/karriere/botschaftssschutz/bewerbung-vorbereiten.html;No;No;No;N/A;Page provides information on preparing applications for embassy protection roles.
https://www.bkd.be.ch/de/start/dienstleistungen/anmeldung-fuer-die-bildungsgaenge-der-sekundarstufe-2/anmeldung-zur-pruefung-ohne-empfehlungsverfahren.html;No;No;No;N/A;Page provides information on registration for secondary level 2 education.
https://www.bvd.be.ch/de/start/dienstleistungen/newsletter-tba-update/tba-update-maerz-2022.html;No;No;No;N/A;Page offers a newsletter update for March 2022.
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=6998d652-e4af-3c13-9a08-b31c787ec2ab;No;No;No;N/A;Page discusses training for qualified care services.
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=523cc267-3b7e-3687-b777-4cb6654b1691;No;No;No;N/A;Page discusses training for qualified care services.
https://www.sta.be.ch/de/start/themen/digitale-verwaltung/projekte.html;No;No;No;N/A;Page outlines the focus areas for implementing the Canton of Bern's digital administration strategy.
