page_link;explanation;software_name
https://www.fr.ch/de/steuern/natuerliche-personen/fritax/download-fritax;The page provides download links and installation instructions for FriTax, an electronic tax filing software.;FriTax
https://www.fr.ch/de/sjsd/pol/news/nationale-aktionswoche-sensibilisiert-fuer-mehr-sicherheit-im-digitalen-raum;The page discusses a national awareness week for digital security but does not provide information about specific software or instructions related to software.;
https://www.fr.ch/de/sjsd/pol/news/die-betrueger-vom-typ-microsoft-support-schlagen-auch-in-der-westschweiz-zu;"The page warns about ""Microsoft-Support"" scams where fraudsters pose as Microsoft technical support to gain access to victims' computers.";Microsoft Support (Fraudulent)
https://www.fr.ch/de/raum-planung-und-bau/baubewilligung-und-bewilligungen/friac/online-hilfe/tutorials;The page offers various tutorials for using the FRIAC application, covering topics like creating a dossier, managing documents, and granting third-party access.;FRIAC
https://www.fr.ch/de/raum-planung-und-bau/baubewilligung-und-bewilligungen/friac/online-hilfe/handbuecher;The page provides various handbooks to assist users in utilizing the FRIAC application, covering topics like data export and special procedures.;FRIAC
https://www.fr.ch/de/raum-planung-und-bau/baubewilligung-und-bewilligungen/friac/online-hilfe/erstellen-eines-dossiers;The page provides detailed information on how to create a construction dossier using the FRIAC application, including steps for submitting various types of documents.;FRIAC
https://www.fr.ch/de/polizei-und-sicherheit/bevoelkerungsschutz/gafri;The page provides information about the GAFRI (Gestion des alarmes Fribourg) system, an automated telephone alarm system used for mobilizing various leadership bodies and response teams in the event of an emergency.;GAFRI
https://www.fr.ch/de/kub/cantook-e-books-und-hoerbuecher-in-franzoesischer-sprache;"The page provides information about Cantook, a platform offering a wide range of E-Books and audiobooks in French. It also mentions compatible software and apps like ""Aldiko Next"" and ""Thorium"" for reading and listening.";Cantook, Aldiko Next, Thorium
https://www.fr.ch/de/gibs/hilfe-migration-m365;The page provides troubleshooting guidelines and step-by-step procedures for users experiencing issues with their M365 (Microsoft 365) accounts. It covers topics like double authentication, password reset, and license activation.;M365 (Microsoft 365)
https://www.fr.ch/de/eksd/news/hinweise-zur-umsetzung-des-fernunterrichts-und-bereitstellung-von-office-365;The page discusses the implementation of remote teaching in schools and mentions the use of Office 365 as a tool for both teachers and students.;Office 365
https://www.fr.ch/de/bildung-und-schulen/berufsbildung/essg-o365-und-teams;The page provides a link to EDUFR.ch for logging into Office365 accounts and offers various tutorials and user guides for Microsoft TEAMS.;Office 365, Microsoft TEAMS
https://www.fr.ch/de/alltag/vorgehen-und-dokumente/sonder-und-sozialpaedagogische-institutionen-des-kantons-freiburg-dokumente;The page provides various documents and guidelines for special and social pedagogical institutions in the Canton of Fribourg. It mentions software like EDISES and OLMIS for specific administrative and operational tasks.;EDISES, OLMIS
