page_link;explanation;software_name
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-1;The page provides a guide for capturing the necessary elements for the title page of an act/verbal document.;DSK2
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts-0;The page offers guidance on inserting existing properties into the dossier and capturing elements for the title page.;DSK2
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-zur-erfassung-eines-akts;"The page outlines the initial steps for opening a ""Vorprojekt"" dossier and entering relevant information.";DSK2
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk2-hilfe-leitfaden-fuer-die-erfassung-eines-akts;The page discusses the process of opening an act with an extract from the BDMO and the subsequent steps.;DSK2,BDMO
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dsk-2-hilfe-leitfaden-zur-eroeffnung-bdmo;The page explains that since version 1.12 of DSK2, the BDMO opening process is integrated into the application, replacing the old PDF order form process.;DSK2,BDMO
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/dks2-leitfaden-zur-erfassung-eines-akts;"The page discusses the management of area changes and corrections, and provides guidance on how to use the ""Flächenverwaltung"" feature in DSK2.";DSK2
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/abrechnung-von-gebuehren;The page provides detailed instructions on how to manage billing and fees within DSK2, including the generation and printing of invoices.;DSK2,SAP
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals/abrechnung-ho33;The page describes the new process for building tracking, including the use of Excel tables and electronic signatures, as well as the integration with SAP for billing.;DSK2,Excel,SAP,LocalSigner,SuisseID
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-erstellen-und-ausdrucken-eines-akts-verbals;The page serves as an index for various topics related to creating and printing acts/verbals in DSK2, including rules, dossier management, and billing.;DSK2
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-einfuehrung-0;The page provides an introduction to DSK2, including its compatibility with different browsers, new features in version 1.2, and guidelines for troubleshooting.;DSK2,Internet Explorer,Mozilla Firefox,Canofile
https://www.fr.ch/de/raum-planung-und-bau/karten-plaene-kataster-und-geomatik/dsk2-hifle-benutzerhandbuch-dsk2/dsk2-hilfe-einfuehrung;The page is similar to the previous one, providing an introduction to DSK2, its compatibility, and new features in version 1.2.;DSK2,Internet Explorer,Mozilla Firefox,Canofile
