page_link;explanation;software_name
https://steuerverwaltung.tg.ch/hilfsmittel/formulare.html/10797/product/576;The page provides a guide for the questionnaire Form 19 2012;
https://steuerverwaltung.tg.ch/hilfsmittel/formulare.html/10797/product/555;The page contains a brief overview guide for 2012;
https://steuerverwaltung.tg.ch/hilfsmittel/formulare.html/10797/product/532;The page provides a brief overview guide for 2013;
https://steuerverwaltung.tg.ch/hilfsmittel/formulare.html/10797/product/531;The page contains a guide for the 2013 tax declaration;
https://steuerverwaltung.tg.ch/hilfsmittel/formulare.html/10797/product/528;The page provides a guide for forms 17, 17a, and 17b for the year 2014;
https://steuerverwaltung.tg.ch/hilfsmittel/formulare.html/10797/product/511;The page contains a guide for the year 2014;
https://steuerverwaltung.tg.ch/hilfsmittel/formulare.html/10797/product/476;The page provides a guide for the tax declaration of 2016;
https://steuerverwaltung.tg.ch/hilfsmittel/formulare.html/10797/product/458;The page contains a guide for the tax declaration of 2017;
https://steuerverwaltung.tg.ch/hilfsmittel/formulare.html/10797/product/440;The page provides a guide for the tax declaration of 2018;
https://steuerverwaltung.tg.ch/hilfsmittel/formulare.html/10797/product/404;The page contains a brief overview guide for 2020;
