page_link;explanation;software_name
https://steuerverwaltung.tg.ch/hilfsmittel/formulare.html/10797/product/1055;The page provides a guide for a questionnaire for farmers for the year 2023;
https://steuerverwaltung.tg.ch/hilfsmittel/formulare.html/10797/product/1054;The page provides a guide for a questionnaire for farmers for the year 2022;
https://steuerverwaltung.tg.ch/hilfsmittel/efisc-steuererklaerungssoftware/download-efisc2023.html/15271;The page provides download links for the eFisc2023 tax declaration software for various operating systems;eFisc2023
https://obergericht.tg.ch/kontakt/elektronischer-rechtsverkehr.html/7364;The page provides information on electronic legal transactions according to the ordinance on electronic transmission in the context of civil and criminal proceedings;
https://landwirtschaftsamt.tg.ch/de/downloads-services/formulare-downloads/kol.html/8637;The page contains various documents and guidelines related to agricultural controls and regulations, including links to tools and manuals;
https://landwirtschaftsamt.tg.ch/de/direktzahlungen/geografische-informationssysteme-thurgislagis/thurgis.html/8620;The page provides links to the ThurGIS geographic information system and its manual;ThurGIS
https://landwirtschaftsamt.tg.ch/de/direktzahlungen/geografische-informationssysteme-thurgislagis/lagis.html/3071;The page provides a guide for GIS data capture and links to learning videos related to the LAGIS system;LAGIS
https://geoinformation.tg.ch/thurgis/shop.html/1862;The page is an online shop for geodata from the ThurGIS system, offering various data formats and custom orders;ThurGIS
https://friedensrichteraemter.tg.ch/friedenrichtraemter/friedensrichteramt-bezirk-weinfelden.html/12949;The page provides information about the Peace Justice Office of the Weinfelden District, including contact details and a guide to electronic legal transactions;
https://awa.tg.ch/ueber-unsii/kontakt/arbeitsmarktbeobachtungen.html/10009;The page provides instructions and forms for electronically submitting documents related to labor market observations;
https://av.tg.ch/themen/oeffentliches-rechnungswesen.html/13465;The page discusses the harmonized accounting model for school districts and mentions the EdIS-TG project, which involves the use of ABACUS software for financial management in schools;ABACUS
