page_link;explanation;software_name
https://steuerverwaltung.tg.ch/hilfsmittel/formulare.html/10797/product/553;The page provides a guide to a questionnaire form for the year 2013;
https://steuerverwaltung.tg.ch/hilfsmittel/formulare.html/10797/product/441;The page contains a brief overview guide for the year 2018;
https://umwelt.tg.ch/abwasser-und-anlagensicherheit/neobiota/neophyten/neophyten.html/13151;"The page provides information on identifying and reporting invasive neophytes using the ""ThurGIS"" application";ThurGIS, ThurGIS edit
https://umwelt.tg.ch/abwasser-und-anlagensicherheit/abwasser/siedlungsentwaesserung/generelle-entwaesserungsplanung.html/12751;"The page discusses the general drainage planning (GEP) as a planning tool for the maintenance of drainage infrastructure and mentions the use of a ""Regendatenkatalog"" for rain data in planning";Regendatenkatalog
https://umwelt.tg.ch/abfall-und-boden/abfall/downloads-abfall/abfallhandbuch.html/13064;The page provides access to the Thurgau Waste Manual, which assists businesses, planners, and municipalities with waste disposal, available for download and print;
https://strassenverkehrsamt.tg.ch/home-links/formulare-und-merkblaetter.html/4778;The page provides various forms and information sheets related to driver's licenses and vehicle registration;
https://steuerverwaltung.tg.ch/informationen/lohnausweis-spesenreglemente/lohnausweis.html/3656;The page provides information and access to the eLohnausweis SSK software for creating wage statements;eLohnausweis SSK
https://steuerverwaltung.tg.ch/hilfsmittel/formulare.html/10797/product/897;The page offers a downloadable guide for the 2021 tax declaration;
https://steuerverwaltung.tg.ch/hilfsmittel/formulare.html/10797/product/621;The page provides a guide to the questionnaire for farmers for the year 2010;
https://steuerverwaltung.tg.ch/hilfsmittel/formulare.html/10797/product/602;The page offers a brief overview guide for the year 2010;
