page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.ai.ch/themen/planen-und-bauen/geodaten-und-plaene/geobasisdaten;No;No;Yes;Webpage;Discusses geobasis data and mentions the need for GIS software for certain functionalities.
https://www.ai.ch/themen;No;No;No;N/A;Overview of various topics ranging from law to social services in Appenzell Innerrhoden.
https://www.ai.ch/themen/kultur-und-geschichte/bibliotheken/volksbibliothek-appenzell/portrait/downloads/merkblaetter-anleitungen-etc;No;No;No;N/A;Information about contact and events at Volksbibliothek Appenzell.
https://www.ai.ch/themen/planen-und-bauen/geodaten-und-plaene/grundstueckinformation-oereb;No;No;Yes;Webpage;Discusses the ÖREB-Portal for public property restrictions and mentions software used for data management.
https://www.ai.ch/themen/gesundheit-alter-und-soziales/beratungsstellen;No;No;No;N/A;Lists various counseling services available in Appenzell Innerrhoden for health, aging, and social issues.
https://www.ai.ch/verwaltung/land-und-forstwirtschaftsdepartement/amt-fuer-geoinformation/gis-fachstelle/gis-software;Yes;No;No;N/A;Discusses GIS software tools used by the Amt für Geoinformation in Appenzell Innerrhoden.
https://www.ai.ch/themen/sicherheit/kantonspolizei/verkehrsinstruktion/Verkehrsinstruktion;No;No;No;N/A;Data retrieval is incomplete.
https://www.ai.ch/themen/sicherheit/kantonspolizei/verkehrsinstruktion;No;No;No;N/A;Discusses traffic and safety instruction services provided by the Kantonspolizei Appenzell Innerrhoden.
https://www.ai.ch/themen/steuern/steuererklaerung-ausfuellen;Yes;Yes;No;Webpage;Provides guidance on filling out tax forms using AI-Tax software.
https://www.ai.ch/themen/steuern/ai-tax-software;Yes;Yes;Yes;Webpage;Provides detailed information on AI-Tax software for tax filing, including installation and support.
