page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.ai.ch/themen/kultur-und-geschichte/bibliotheken/volksbibliothek-appenzell/angebot/dibiost;No;No;No;N/A;The page discusses the Digital Library Ostschweiz (Dibiost), a service for borrowing electronic media.
https://www.ai.ch/verwaltung/land-und-forstwirtschaftsdepartement/amt-fuer-geoinformation/gis-fachstelle;Yes;No;No;N/A;The page is about the GIS-Fachstelle, which deals with geoinformation and mentions the use of specific GIS software.
https://www.ai.ch/themen/planen-und-bauen/geodaten-und-plaene;Yes;No;No;N/A;The page discusses Geographical Information Systems (GIS) and the role of the Amt für Geoinformation in managing geodata.
https://www.ai.ch/themen/gesundheit-alter-und-soziales/erwachsenenschutz/beistandschaften;No;No;No;N/A;The page discusses guardianship measures for adults and the roles of professional and private guardians.
https://www.ai.ch/themen/steuern/steuererklaerung-ausfuellen/bewertung-wertpapiere;No;No;No;N/A;The page provides information on the tax valuation of securities, particularly stocks and bonds.
https://www.ai.ch/themen/wirtschaft-und-arbeit/handelsregister/aktuelles/tagesregistereintraege-abrufen/anleitung-zum-abrufen-von-tagesregistereintraegen;No;Yes (webpage guide);No;Webpage;The page provides a guide on how to retrieve daily registry entries from the official Swiss Commercial Register website.
https://www.ai.ch/themen/steuern/ai-tax-software/ai-tax-2022-software-aktualisieren;Yes;Yes (webpage guide);Yes;Webpage;The page provides information on updating the AI-Tax 2022 software for tax declarations and offers guides for installation.
https://www.ai.ch/themen/themen-a-z;No;No;No;N/A;The page serves as an index for various topics covered by the Appenzell Innerrhoden administration, from Abfall (Waste) to Zivilschutz (Civil Protection).
https://www.ai.ch/land-und-leute/geschichte/1930-gruendung-der-stickerei-zentrale-appenzell;No;No;No;N/A;The page discusses the history of hand embroidery in Appenzell Innerrhoden and the founding of the Stickerei-Zentrale Appenzell in 1930.
https://www.ai.ch/themen/natur-und-umwelt/umweltschutz/waermeerzeugungsanlagen/feuerungsanlagen;No;No;No;N/A;The page provides information on the construction and maintenance of heating systems, including guidelines for proper wood burning.
