page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.ai.ch/themen/planen-und-bauen/geodaten-und-plaene/geoportal;Yes;No;Yes;Webpage;Discusses the Geoportal operated by the Amt für Geoinformation, which provides geodata and various functionalities.
https://www.ai.ch/themen/wirtschaft-und-arbeit/handelsregister/aktuelles/einschraenkungen-fuer-ags-mit-inhaberaktien/anleitung-einschraenkungen-mit-inhaberaktien-1;No;No;No;N/A;Discusses restrictions on shareholder stocks for corporations.
https://www.ai.ch/themen/steuern/ai-tax-software;Yes;Yes;Yes;Webpage;Provides information on AI-Tax, a tax software for the Canton of Appenzell Innerrhoden, including how to update and use it.
https://www.ai.ch/themen/steuern/steuererklaerung-ausfuellen;Yes;Yes;Yes;Webpage;Provides guidance on filling out tax forms using AI-Tax software, including installation and features.
https://www.ai.ch/themen/steuern;Yes;No;Yes;Webpage;Overview of taxation in the Canton of Appenzell Innerrhoden, mentions AI-Tax software for tax filing.
https://www.ai.ch/themen/wirtschaft-und-arbeit/handelsregister/aktuelles/tagesregistereintraege-abrufen/anleitung-zum-abrufen-von-tagesregistereintraegen-1;No;No;No;N/A;Provides instructions on how to retrieve daily registry entries from the official Swiss Commercial Register.
https://www.ai.ch/themen/wirtschaft-und-arbeit/handelsregister/aktuelles/einschraenkungen-fuer-ags-mit-inhaberaktien/anleitung-einschraenkungen-mit-inhaberaktien;No;No;No;N/A;Discusses legal restrictions on bearer shares for corporations effective from November 1, 2019.
https://www.ai.ch/themen/natur-und-umwelt/gewaesserschutz/grundwasserschutz-planung;No;No;No;N/A;Discusses groundwater protection planning and provides guidelines for property owners.
https://www.ai.ch/feuerschaugemeinde/medien-news/faq;No;No;No;N/A;Addresses frequently asked questions related to energy supply and consumption, including the impact of the Ukraine war on energy prices.
https://www.ai.ch/themen/bildung/berufsbildung/lehrbetriebe/jugendarbeitsschutz-gefaehrliche-arbeiten;No;No;No;N/A;Discusses regulations and safety measures for young workers involved in hazardous jobs.
