page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fuer-geoinformation/newsletter/newsletter-amt-fuer-geoinformation-1-2020-1/neue-eigentumsauskunft-des-kantons-basel-landschaft-1;No;No;No;N/A;N/A;Introduces a new property information service.
https://www.baselland.ch/politik-und-behorden/direktionen/bildungs-kultur-und-sportdirektion/dienstleistungen-und-angebote/informatik-schulen-bl/dienstleistungsangebot;Yes;No;No;N/A;N/A;Overview of IT services offered to schools.
https://www.baselland.ch/politik-und-behorden/direktionen/bildungs-kultur-und-sportdirektion/bildung/amt-fuer-volksschulen/umsetzung-zukunft.vs;No;No;No;N/A;N/A;Discusses the implementation of the ZUKUNFT.VS program.
https://www.baselland.ch/politik-und-behorden/direktionen/bildungs-kultur-und-sportdirektion/dienstleistungen-und-angebote/informatik-schulen-bl/ict-bildung/nuetzliche-links-fuer-den-unterricht;Yes;No;Yes;Webpage;Education;Provides a collection of useful links for digital education.
https://www.baselland.ch/politik-und-behorden/direktionen/bildungs-kultur-und-sportdirektion/dienstleistungen-und-angebote/informatik-schulen-bl/ict-bildung/ict-primarschulen/unterrichtsmaterial/unterrichtseinheiten/12a;Yes;Yes;No;Webpage;Education;Provides teaching materials for understanding raster graphics.
https://www.baselland.ch/politik-und-behorden/direktionen/finanz-und-kirchendirektion/personalamt/neues-lohnsystem/mitarbeitendengespraech-mag/mag-unterrichtendes-personal/schulung-mag-unterrichtendes-personal;No;No;No;N/A;N/A;Provides training materials for the new MAG uP system.
https://www.baselland.ch/politik-und-behorden/direktionen/bildungs-kultur-und-sportdirektion/dienstleistungen-und-angebote/informatik-schulen-bl/ict-bildung/ict-sekundarschulen/unterrichtsmaterial-sekundarschulen;Yes;Yes;No;Webpage;Education;Offers teaching materials for media and computer science.
https://www.baselland.ch/politik-und-behorden/direktionen/finanz-und-kirchendirektion/steuerverwaltung/e-tax-bl/ueber-e-tax-bl;Yes;No;Yes;Webpage;Finance and taxes;Introduces E-Tax BL, a new electronic tax declaration system.
https://www.baselland.ch/politik-und-behorden/direktionen/finanz-und-kirchendirektion/steuerverwaltung/e-tax-bl/support;Yes;Yes;Yes;Webpage;Finance and taxes;Provides support information for E-Tax BL.
https://www.baselland.ch/politik-und-behorden/direktionen/finanz-und-kirchendirektion/personalamt/personalentwicklung/seminarprogramm/seminarangebot/t689;Yes;Yes;No;Webpage;Human resources;Offers an online demonstration of the new SAP Fiori time management system.
