page_link;explanation;software_name
https://www.sg.ch/wirtschaft-arbeit/pki/hinweise-fuer-benutzer-ejpd-sso-portal.html;The page provides instructions for users on how to activate new cards and switch between Atos and Gemalto cards for the EJPD SSO Portal.;EJPD SSO-Portal, ASTRA, INFOSTAR, ZEMIS
https://www.sg.ch/ueber-den-kanton-st-gallen/statistik/statistikdatenbanken.html;The page discusses two statistical databases, STADA and STADA2, which allow for detailed analysis and presentation of statistical data.;STADA, STADA2
https://www.sg.ch/sicherheit/kantonspolizei/praevention--jugend--cybercrime/cybercrime.html;The page offers preventive tips and advice on cybercrime, including various brochures and checklists for different audiences.;
https://www.sg.ch/recht/staatsanwaltschaft-jugendanwaltschaft/elektronischer-rechtsverkehr-staatsanwaltschaft.html;"The page provides guidance on electronic legal transactions with the prosecutor's office, requiring a qualified signature using ""Open eGov LocalSigner.""";Open eGov LocalSigner
https://www.sg.ch/news/sgch_kantonspolizei/2019/06/kapo-ratgeber--cybercrime---ohne-mich--.html;The page is a guide from the Kantonspolizei St.Gallen on how to avoid becoming a victim of various cybercrime tactics.;
https://www.sg.ch/kultur/staatsarchiv/Oeffentliche-Organe/Fuer-kantonale-Stellen/Prozess.html;"The page outlines the process of record-keeping and archiving, highlighting the use of ""OneGov GEVER"" for digital and analog dossier management.";OneGov GEVER
https://www.sg.ch/bauen/geoinformation/vermessung/kantonschecker.html;The page describes the KantonsChecker (MOCHECKSG), an online service for checking datasets of the official survey in the canton of St.Gallen's data model.;KantonsChecker (MOCHECKSG)
https://www.sg.ch/wirtschaft-arbeit/pki/zertifikat-beantragen-verlaengern-loeschen/terminanfrage.html;The page provides a form for users to request appointments for new certificates or to renew, extend, or delete existing PKI certificates.;PKI Smartcard
https://www.sg.ch/wirtschaft-arbeit/pki/zertifikat-beantragen-verlaengern-loeschen.html;The page provides detailed instructions for applying for, renewing, or deleting a PKI certificate, including necessary forms and software requirements.;PKI Smartcard
https://www.sg.ch/wirtschaft-arbeit/pki/wichtige-hinweise-zu-pin-und-puk.html;The page provides important information regarding the handling of PIN and PUK for PKI Smartcards, including instructions for unlocking the cards.;PKI Smartcard
https://www.sg.ch/wirtschaft-arbeit/pki/renewal-software.html;"The page details the software requirements for PKI Smartcards, including ""Gemalto SafeNet Authentication Client"" for card usage, ""PIN Reset"" software for unlocking, and ""Certificate Renewal"" software for extending the card's validity.";Gemalto SafeNet Authentication Client, PIN Reset, Certificate Renewal
https://www.sg.ch/wirtschaft-arbeit/pki/pin-aendern-entsperren-und-informationen.html;"The page provides instructions for changing and unlocking the PIN for PKI Smartcards, as well as accessing card and certificate information using ""SafeNet Authentication Client"" and ""CardOS API.""";SafeNet Authentication Client, CardOS API
