page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/gesundheitsforderung/schulgesundheit/informationen-fuer-die-eltern/schulaerztliche-untersuchungen;No;No;No;N/A;Information about school medical examinations in the Canton of Basel-Landschaft.
https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/umweltschutz-energie/altlasten/publikationen;No;No;No;N/A;Information about contaminated sites and waste materials in the Canton of Basel-Landschaft.
https://www.baselland.ch/politik-und-behorden/direktionen/bildungs-kultur-und-sportdirektion/dienstleistungen-und-angebote/informatik-schulen-bl/anleitungen;Yes;Yes;Yes;Webpage;Provides various software guides and applications for schools in Basel-Landschaft.
https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/gesundheitsforderung/kindheit-und-jugend/netzwerk-partnerorganisationen/3d-tagung-2.0/2017-fremd-und-daheim/inhalte-3d-tagung-2017;No;No;No;N/A;Information about a conference focusing on migration, integration, and social issues.
https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/gesundheitsforderung/tabakpravention/massnahmen-projekte/jugendliche/tabak-schullektionen/tabak-schullektionen;No;No;No;N/A;Educational materials for discussing tobacco use in schools.
https://www.baselland.ch/politik-und-behorden/direktionen/finanz-und-kirchendirektion/steuerverwaltung/quellensteuer/abrechnung/equellensteuerabrechnung;No;No;No;N/A;Information on how to submit withholding tax returns online in the Canton of Basel-Landschaft.
https://www.baselland.ch/themen/i_j/info-heft/newsletter-infoheft/newsletter-1-maerz-2022-1/softphone-jabber;Yes;Yes;Yes;Webpage;Discusses the implementation of Jabber Softphone technology in the Canton of Basel-Landschaft's administration.
https://www.baselland.ch/politik-und-behorden/direktionen/finanz-und-kirchendirektion/sozialamt/sozialhilfe/integrationsmassnahmen/internetplattform/convalere-ag-beschaftigungsprogramm-pro-dem-creare;No;No;No;N/A;Information about a vocational program for people with health issues, offering creative tasks and work assessments.
https://www.baselland.ch/politik-und-behorden/direktionen/bildungs-kultur-und-sportdirektion/bildung/sekundarstufe-ii/berufsbildung/wms-und-ims;Yes;No;No;N/A;Information about vocational training programs in business and information technology, including software development.
https://www.baselland.ch/politik-und-behorden/direktionen/finanz-und-kirchendirektion/sozialamt/sozialhilfe/integrationsmassnahmen/internetplattform/rotes-kreuz-basel-lehrgang-pflegehelfende-srk;No;No;No;N/A;Information about a healthcare training program offered by the Red Cross in Basel.
