page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/landw-zentrum-ebenrain/landwirtschaft/spezialkulturen/rebbau/infos%20und%20merkblaetter?searchterm=anleitung;No;No;No;N/A;Data retrieval is incomplete.
https://www.baselland.ch/politik-und-behorden/direktionen/finanz-und-kirchendirektion/sozialamt/sozialhilfe/integrationsmassnahmen/internetplattform/erlenhof-i-zentrum-sbb-teamclean?searchterm=anleitung;No;No;No;N/A;Focuses on a social integration program involving cleaning services for Swiss Federal Railways.
https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/umweltschutz-energie/abfall/industrie-gewerbeabfalle?searchterm=anleitung;No;No;No;N/A;Discusses waste management for industrial and commercial businesses.
https://www.baselland.ch/politik-und-behorden/direktionen/bildungs-kultur-und-sportdirektion/dienstleistungen-und-angebote/informatik-schulen-bl/informationssicherheit-und-datenschutz/notfallvorsorge?searchterm=anleitung;Yes;No;No;N/A;Discusses emergency preparedness for IT incidents and cyber-attacks.
https://www.baselland.ch/politik-und-behorden/direktionen/finanz-und-kirchendirektion/personalamt/personalentwicklung/seminarprogramm/seminarangebot/t416?searchterm=anleitung;No;No;No;N/A;Offers a seminar on effective writing techniques for various types of texts.
https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/landw-zentrum-ebenrain/kursangebot/betriebsfuhrung/1879?searchterm=anleitung;No;No;No;N/A;404 page, data retrieval is incomplete.
https://www.baselland.ch/politik-und-behorden/direktionen/bildungs-kultur-und-sportdirektion/sport/unsere-angebote-und-anlaesse/freiwilligenarbeit?searchterm=anleitung;No;No;No;N/A;Discusses a campaign to engage older teenagers in volunteer work for sports clubs.
https://www.baselland.ch/politik-und-behorden/direktionen/bildungs-kultur-und-sportdirektion/soziales/behindertenangebote/downloads-behindertenangebote/downloads-fuer-einrichtungen-fuer-behinderte-erwachsene-ab-01-01-2017?searchterm=anleitung;No;No;No;N/A;Provides handbooks and guidelines for individual needs assessment for people with disabilities.
https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/jagd-und-fischerei/fischereiwesen?searchterm=anleitung;No;No;No;N/A;Provides information on fishing, including guidelines for cleaning and disinfecting fishing equipment.
https://www.baselland.ch/politik-und-behorden/direktionen/finanz-und-kirchendirektion/personalamt/neues-lohnsystem/mitarbeitendengespraech-mag/mag-unterrichtendes-personal/schulung-mag-unterrichtendes-personal?searchterm=anleitung;No;No;Yes;User Manual;Provides training materials for a new performance appraisal system for teaching staff, including a user manual for software.
