page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.baselland.ch/politik-und-behorden/direktionen/bildungs-kultur-und-sportdirektion/dienstleistungen-und-angebote/informatik-schulen-bl/ict-bildung/ict-sekundarschulen/unterrichtsmaterial-sekundarschulen;Yes;Yes;Yes;Webpage;Provides educational materials and modules for teaching informatics in secondary schools.
https://www.baselland.ch/politik-und-behorden/regierungsrat/aussenbeziehungen/medienmitteilungen-aussenbeziehungen/13-neue-projekte-der-grenzueberschreitenden-zusammenarbeit-fuer-das-programm-interreg-oberrhein-genehmigt-auf-schweizer-seite-stehen-dabei-arbeitsmarkt-und-zweisprachigkeit-im-fokus;No;No;No;N/A;Discusses new projects for cross-border cooperation focusing on the labor market and bilingualism.
https://www.baselland.ch/politik-und-behorden/direktionen/finanz-und-kirchendirektion/sozialamt/sozialhilfe/integrationsmassnahmen/internetplattform/parterre-tangram-arbeitsintegration-regular;No;No;No;N/A;Focuses on a program for job training and integration, particularly for people with limited German language skills.
https://www.baselland.ch/politik-und-behorden/direktionen/bildungs-kultur-und-sportdirektion/dienstleistungen-und-angebote/informatik-schulen-bl/informationssicherheit-und-datenschutz;Yes;No;No;N/A;Discusses the importance of information security and data protection in schools, including risk management and emergency preparedness.
https://www.baselland.ch/themen/p/politische-rechte/fuer-gemeindeverwaltungen-1;No;No;No;N/A;Provides guidelines and resources for local government administrations concerning elections and voting.
https://www.baselland.ch/politik-und-behorden/direktionen/bildungs-kultur-und-sportdirektion/dienstleistungen-und-angebote/informatik-schulen-bl/informationssicherheit-und-datenschutz;Yes;No;No;N/A;Discusses the importance of information security and data protection in schools, including risk management and emergency preparedness.
https://www.baselland.ch/politik-und-behorden/direktionen/finanz-und-kirchendirektion/steuerverwaltung/e-tax-bl/ueber-e-tax-bl;Yes;No;Yes;Webpage;Introduces E-Tax BL, a new electronic tax filing system, detailing its features and security measures.
https://www.baselland.ch/politik-und-behorden/direktionen/finanz-und-kirchendirektion/steuerverwaltung/e-tax-bl/support;Yes;Yes;Yes;Webpage;Provides support information for E-Tax BL, including hotline numbers and email contacts for technical and tax-related queries.
https://www.baselland.ch/politik-und-behorden/direktionen/finanz-und-kirchendirektion/personalamt/personalentwicklung/seminarprogramm/seminarangebot/t689;Yes;Yes;Yes;Webpage;Provides an online demonstration and information about the new SAP Fiori time management system, including its features and functionalities.
https://www.baselland.ch/politik-und-behorden/direktionen/bildungs-kultur-und-sportdirektion/soziales/kind-und-jugend/ergaenzende-hilfen-zur-erziehung-2/beitraege-an-ergaenzende-hilfen-zur-erziehung;No;No;No;N/A;Data retrieval is incomplete.
