page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.baselland.ch/politik-und-behorden/direktionen/finanz-und-kirchendirektion/steuerverwaltung/e-tax-bl/haeufige-fragen;Yes;Yes (textual guide);Yes;PDF, Videos;FAQs about the E-Tax BL platform, including troubleshooting and how-to guides.
https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/landw-zentrum-ebenrain/ernaehrung/wissen/archiv/wissenswertes;No;No;No;N/A;Archive of articles on nutrition, including tips and recommendations.
https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/raumplanung/larmschutz/laermberechnungen;No;No;No;N/A;Information on noise protection measures, including calculations and legal regulations.
https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/raumplanung/publikationen;No;No;No;N/A;List of publications related to spatial planning, including studies and reports.
https://www.baselland.ch/politik-und-behorden/direktionen/bildungs-kultur-und-sportdirektion/dienstleistungen-und-angebote/informatik-schulen-bl/ict-bildung/ict-primarschulen/unterrichtsmaterial;Yes;Yes (textual guide);Yes;PDF, Word;Educational material for ICT in primary schools, including software guides and lesson plans.
https://www.baselland.ch/politik-und-behorden/direktionen/sicherheitsdirektion/motorfahrzeugprufstation/fuhrerprufungen/theorieprufungen/theorie_8;No;No;No;N/A;Information on theory exams for driving licenses, including requirements and procedures.
https://www.baselland.ch/themen/p/politische-rechte/referenden/ungenutzte-referenden/unbenutzte-referenden-vor-januar-2009;No;No;No;N/A;List of unused referendums before January 2009, including details and reasons.
https://www.baselland.ch/politik-und-behorden/direktionen/finanz-und-kirchendirektion/steuerverwaltung/e-tax-bl/steuererklaerungen-aelter-als-2022;Yes;No;Yes;EasyTax (mentioned, not linked);Information on tax declarations for years older than 2022, stating that E-Tax BL is not available for those years and referring to EasyTax software.
https://www.baselland.ch/politik-und-behorden/direktionen/bildungs-kultur-und-sportdirektion/dienstleistungen-und-angebote/informatik-schulen-bl/ict-bildung/ict-primarschulen/unterrichtsmaterial/ideenpool-ict-unterricht;Yes;Yes (textual guide);Yes;PDF, Word;A pool of ideas for ICT education in primary schools, including lesson plans, software guides, and resources for safe internet usage.
https://www.baselland.ch/online-schalter/fur-private;No;No;No;N/A;Data retrieval is incomplete.
