page_link;explanation;software_name
https://www.steuerverwaltung.bs.ch/baltax-help-point.html;The page provides information on BalTax Help Point, a support service for BalTax software.;BalTax
https://www.polizei.bs.ch/praevention/internet/fuenf-schritte-digitale-sicherheit.html;The page outlines five steps for digital security but does not specify any particular software.;
https://www.itbs.bs.ch/dienstleistungen/egovernment/das-ekonto/ekonto-firmen-tutorial.html;The page provides a tutorial for eKonto, a platform for firms to manage various services and settings.;eKonto
https://www.geo.bs.ch/mapbs/mapbs-einbinden.html;The page provides instructions on how to embed MapBS into websites using JavaScript API or iFrame.;MapBS
https://www.geo.bs.ch/geodaten/geodienste/wmtsbs/hilfe.html;The page provides instructions for integrating WMTS services into various software platforms like QGIS, ArcGIS, and Leaflet.;WMTS, QGIS, ArcGIS, Leaflet
https://www.geo.bs.ch/geodaten/geodienste/wmsbs/hilfe.html;The page provides detailed instructions for integrating WMS services into various software platforms like QGIS, ArcGIS, AutoCAD, and Leaflet.;WMS, QGIS, ArcGIS, AutoCAD, Leaflet
https://www.dsb.bs.ch/handreichungen.html;The page offers various guidelines and checklists related to data protection, including the use of Microsoft Office 365 in the educational sector.;Microsoft Office 365
https://www.bs.ch/publikationen/polizei/digitale-sicherheit.html;The page outlines five steps for digital security, including the use of antivirus and firewall software, but does not specify any particular software.;
https://www.bs.ch/publikationen/geo/Technische-Wegleitung-Geobasisdaten-Basel-Stadt.html;The page does not contain any content related to software or instructions.;
https://www.steuerverwaltung.bs.ch/steuererklaerung/natuerliche-personen/baltax.html;The page provides comprehensive information on BalTax, a software solution for filling out tax returns. It also mentions oBeam, an app for digitizing paper documents.;BalTax, oBeam
https://www.staatskanzlei.bs.ch/politische-rechte/wahlen-abstimmungen/e-voting.html;The page provides information on the E-Voting system operated by the Swiss Post, which allows certain groups like the disabled and Swiss citizens abroad to vote electronically.;E-Voting System by Swiss Post
