page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.ow.ch/_rte/publikation/26152;Yes;Yes (webpage guide);No;Webpage;Instructions for the download and installation of Obwalden Tax for legal entities.
https://www.ow.ch/_rte/abstimmung/4325;No;No;No;N/A;Information about the cantonal referendum and replacement election in Obwalden on March 12, 2023.
https://www.ow.ch/_rte/onlinedienst/1142;No;Yes (webpage guide);No;Webpage;Instructions for filling out clearance forms.
https://www.ow.ch/_rte/abstimmung/3441;No;No;Yes (audio guide);Audio;Information about the cantonal referendum in Obwalden on September 25, 2016, including audio files for the visually impaired.
https://www.ow.ch/_rte/information/79637;No;No;No;N/A;Unable to retrieve content from the page.
https://www.ow.ch/_rte/publikation/29710;No;Yes (audio guide);No;Audio;Audio explanations for the cantonal referendum in Obwalden on September 25, 2022, available for download in ZIP format.
https://www.ow.ch/_rte/publikation/3949;Yes;Yes (webpage guide);No;Webpage;Information about Obwalden Tax 2021 for legal entities, including download links for Windows, Mac, and Linux, and support details from the software manufacturer Ringler Informatik AG.
https://www.ow.ch/_rte/dienst/2083;No;No;No;N/A;Unable to retrieve content from the page.
https://www.ow.ch/_rte/abstimmung/3308;No;No;No;N/A;Unable to retrieve content from the page.
https://www.ow.ch/_rte/dienst/5009;No;No;No;N/A;Unable to retrieve content from the page.
