page_link;explanation;software_name
https://www.sv.fin.be.ch/de/start/e-services/taxme-online-fuer-privatpersonen.html;The page provides information on how to complete your tax return online.;TaxMe-Online, BE-Login
https://www.sta.be.ch/de/start/themen/wahlen-und-abstimmungen/infos-fuer-gemeinden/wahl--und-abstimmungssoftware-bewas.html;The page offers guidance and resources for using the BEWAS software for elections and referendums.;BEWAS, FreeOTP App, Google Authenticator
https://www.police.be.ch/de/start/dienstleistungen/informationen-fuer-gemeinden--partner--bedrohungsmanagement/fachstelle-alarmierung.html;The page serves as a hub for alarm systems and related services for fire departments, civil protection organizations, and civil leadership bodies.;WinFAP, DiCal, eAlarmPush, alarmNet, evalink, Segura360
https://www.gsi.be.ch/de/start/dienstleistungen/formulare-gesuche-bewilligungen-organisationsstruktur/gesundheitsamt-formulare-gesuche-bewilligungen/heime.html;The page provides information on obtaining operating permits for nursing homes and offers a portal for digital services.;eRV-Pflege, Google Chrome, Edge Chromium, Mozilla Firefox, IE (Internet Explorer), Microsoft Edge
https://www.cyber.police.be.ch/de/start/informationen-fuer-kmu.html;The page provides information and recommendations on how to protect businesses from cyberattacks.;
https://www.akvb-gemeinden.bkd.be.ch/de/start/angebote-der-gemeinde/tagesschulangebote/tagesschulangebote-administrieren/gebuehren-fuer-tagesschulen.html;The page provides information on the administration of fees and registrations for day schools.;kiBon, Tool pädagogisches Angebot, Tool nicht pädagogisches Angebot
https://www.agi.dij.be.ch/de/start/geoportal/datenmodelle/beschreibung-kantonaler-datenmodelle.html;The page provides detailed information on various data models used for different purposes, including land surveying, land use planning, and energy planning.;DM.01-AV-BE, DM.16-Npl-BE, Nutzungsplanung_BE_V1_0, DMRPE-BE, GB2AVCapi, LKMap
https://www.faechernet.bkd.be.ch/de/start/uebergeordnete-themen/1-zyklus-spezifisches/dokumentation.html;The page provides information on how teachers can document their observations and lessons for Cycle 1 students using web-based tools.;SWITCHportfolio, Entwicklung beobachten und Lernen begleiten (EBLB)
https://www.sv.fin.be.ch/de/start/e-services/uebersicht-elektronische-dienste/faq-be-login.html;The page provides a comprehensive FAQ about BE-Login, covering topics like registration, technical requirements, and document upload for tax filing.;BE-Login, TaxMe-Online, Dr. Tax, Mozilla Firefox, Microsoft Edge, Google Chrome, Safari
https://www.staatsarchiv.sta.be.ch/de/start/benutzung/anleitung-recherche-im-online-inventar.html;The page provides a guide on how to conduct research in the online inventory, including various search options and functionalities.;Online-Inventar
https://www.kaio.fin.be.ch/de/start/dienstleistungen/arbeitsplatz/zwei-faktor-authentifizierung--2fa-/pw-reset1.html;The page provides a step-by-step guide on how to reset your password using two-factor authentication.;Microsoft Online-Kennwortzurücksetzung, Authenticator-App
https://www.kaio.fin.be.ch/de/start/dienstleistungen/arbeitsplatz/zwei-faktor-authentifizierung--2fa-/pin-reset.html;The page provides a guide on how to reset your PIN for logging into your PC workstation using two-factor authentication.;Authenticator-App
