page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://www.nw.ch/_rte/information/21378;No;No;No;N/A;N/A;Discusses the cantonal tax office and its services.
https://www.nw.ch/_rte/dienst/2283;No;No;No;N/A;N/A;Provides information on the cantonal police force and its services.
https://www.nw.ch/_rte/dienst/4087;No;No;No;N/A;N/A;Provides information on the cantonal civil protection organization and its services.
https://www.nw.ch/_rte/publikation/8457;No;No;No;PDF;N/A;Offers a PDF guide on the cantonal tax office's services.
https://www.nw.ch/_rte/thema2/327;No;No;No;N/A;N/A;Discusses the cantonal civil protection organization and its services.
https://www.nw.ch/_rte/thema2/322;No;No;No;N/A;N/A;Provides information on the cantonal police force and its services.
https://www.nw.ch/_rte/dienst/3033;No;No;No;N/A;N/A;Discusses the planning and regulations for waste and landfill management in the canton of Nidwalden.
https://www.nw.ch/_rte/publikation/6926;No;No;No;N/A;N/A;Provides information about the online catalog of the Kantonsbibliothek Nidwalden and how to extend and reserve media.
https://www.nw.ch/_rte/dienst/4341;No;No;No;N/A;N/A;Discusses the regulations and procedures for the sale or division of land with contaminated sites.
https://www.nw.ch/_rte/dienst/7705;No;No;No;N/A;N/A;Provides information on emergency measures and support for refugees and the general population in the canton of Nidwalden.
https://www.nw.ch/_rte/dienst/3943;No;No;No;N/A;N/A;Discusses the importance of soil protection during construction and provides guidelines for the same.
https://www.nw.ch/_rte/publikation/7475;No;No;No;PDF;N/A;"Describes the phased process of a ""GEP-Check"" for efficient and standardized drainage planning."
https://www.nw.ch/_rte/publikation/28166;No;No;No;N/A;N/A;Details the privacy policy for online job applications within the Cantonal Administration of Nidwalden.
https://www.nw.ch/_rte/thema2/315;No;No;No;N/A;N/A;The page content could not be retrieved, possibly due to browser compatibility issues.
https://www.nw.ch/_rte/thema2/324;No;No;No;N/A;N/A;Discusses soil protection and its importance in various contexts including construction and agriculture in the canton of Nidwalden.
https://www.nw.ch/_rte/publikation/16324;No;No;No;PDF;Education;Provides a guide for teachers on student assessment at public schools in Nidwalden.
https://www.nw.ch/_rte/dienst/3967;No;No;No;N/A;N/A;The page content could not be retrieved, possibly due to browser compatibility issues.
