page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://www.nw.ch/_rte/anlass/1600;No;No;No;N/A;N/A;The page provides information about the Nidwalden Cantonal Music Festival.
https://www.nw.ch/_rte/dienst/3961;No;No;No;N/A;N/A;The page offers details on the Nidwalden Cantonal Library, including its services and opening hours.
https://www.nw.ch/_rte/dienst/2474;No;No;No;N/A;N/A;The page provides information on the Nidwalden Cantonal Archives, including its services and contact details.
https://www.nw.ch/_rtr/abstimmungen.polinfos;No;No;No;N/A;N/A;The page provides information on political voting and elections in Nidwalden.
https://www.nw.ch/_rte/dienst/1589;No;No;No;N/A;N/A;The page provides information on the Nidwalden Cantonal Police, including its services and contact details.
https://www.nw.ch/_rte/dienst/1939;No;No;No;N/A;N/A;The page provides information on the Nidwalden Cantonal Hospital, including its services and contact details.
https://www.nw.ch/_rte/dienst/5555;No;No;No;N/A;N/A;The page provides information on the Nidwalden Cantonal Office for Civil Engineering, including its services and contact details.
https://www.nw.ch/_rte/dienst/3958;No;No;No;N/A;N/A;The page provides information on the Nidwalden Cantonal Office for Agriculture, including its services and contact details.
https://www.nw.ch/_rte/dienst/2414;No;No;No;N/A;N/A;The page provides information on the Nidwalden Cantonal Office for Forests, including its services and contact details.
https://www.nw.ch/_rte/information/98714;No;No;No;N/A;N/A;The page provides information on the Nidwalden Cantonal Office for Energy, including its services and contact details.
https://www.nw.ch/_rte/dienst/2472;No;No;No;N/A;N/A;The page provides information on the Nidwalden Cantonal Office for Social Affairs, including its services and contact details.
https://www.nw.ch/_rte/dienst/1754;No;No;No;N/A;N/A;The page provides information on the Nidwalden Cantonal Office for Education, including its services and contact details.
https://www.nw.ch/_rte/thema2/314;No;No;No;N/A;N/A;The page provides information on the Nidwalden Cantonal Office for Environmental Protection, including its services and contact details.
https://www.nw.ch/_rte/dienst/3993;No;No;No;N/A;N/A;The page provides an overview of the state of flowing waters in Nidwalden, Switzerland, including water quality, biology, and hydrology, as well as ongoing monitoring efforts.
https://www.nw.ch/_rte/dienst/1953;No;No;No;N/A;N/A;The page discusses the presence and impact of pollutants in the soil in Nidwalden, Switzerland, including guidelines for soil management and remediation.
https://www.nw.ch/_rte/information/104048;No;No;No;N/A;N/A;The page announces a new cleaning requirement for boats and ships in Central Switzerland's lakes, effective from July 2023, to prevent the spread of invasive species.
https://www.nw.ch/_rte/dienst/1901;No;No;No;N/A;N/A;The page outlines regulations and procedures for the disposal of special waste in Nidwalden, Switzerland, including requirements for businesses and disposal companies.
