page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.ur.ch/_rte/information/21297;No;No;No;N/A;The page discusses the concept of ensuring drinking water supply in emergencies, detailing regulations and procedures related to the subject in the Canton of Uri, Switzerland.
https://www.ur.ch/_rte/information/49711;Yes;No;No;N/A;The page discusses a postulate regarding the strategic promotion of Open Source Software in the Canton of Uri, Switzerland, dated 12th December 2018.
https://www.ur.ch/_rte/information/92111;Yes;No;No;N/A;"The page details a community financial meeting held on 22nd June 2022 in the Canton of Uri, Switzerland. It includes discussions on various digitalization projects related to taxation and financial management, such as ""DigiTax Uri,"" ""NEST-Refactoring,"" ""QUEST UR,"" and ""URIEval."""
https://www.ur.ch/_rte/dienst/3269;No;No;No;N/A;Unable to retrieve content from the page.
https://www.ur.ch/_rte/publikation/6533;No;Yes (webpage guide);No;PDF;"The page provides a publication titled ""Anleitung Scharhag,"" a construction guide issued by the Office for Spatial Development in the Canton of Uri, Switzerland, on 18th March 2013."
https://www.ur.ch/_rte/dienst/7643;Yes;No;Yes (webpage guide);Webpage;The page provides a direct link to the login page for eTax.UR, an electronic tax filing system in the Canton of Uri, Switzerland. It also offers assistance and instructions for using the platform.
https://www.ur.ch/_rte/information/93013;No;No;No;N/A;Unable to retrieve content from the page.
https://www.ur.ch/_rtr/anlass_8815;No;No;No;N/A;Unable to retrieve content from the page.
https://www.ur.ch/_rte/publikation/18961;Yes;Yes (webpage guide);Yes (webpage guide);PDF, Video;The page provides an instruction manual for AgriGIS, a GIS tool used in agriculture in the Canton of Uri, Switzerland. The guide is available in PDF format, and explanatory videos are also linked on the page.
https://www.ur.ch/_rte/dienst/3908;No;No;No;N/A;The page provides links related to the commercial register (Handelsregister) in the Canton of Uri, Switzerland, including links to federal and cantonal legislation, regulations, and related authorities.
