page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.ur.ch/_rte/publikation/8183;No;No;No;N/A;Data retrieval is incomplete.
https://www.ur.ch/_rte/person/25337;No;No;No;N/A;Data retrieval is incomplete.
https://www.ur.ch/_rte/publikation/6105;No;No;No;N/A;The page is about the employment of teachers at Urner Volksschulen and contains legal guidelines for the same.
https://www.ur.ch/_rte/link/3986;No;No;No;N/A;Data retrieval is incomplete.
https://www.ur.ch/_rte/dienst/5068;No;No;No;N/A;The page discusses environmental protection in industry and trade, outlining regulations and guidelines.
https://www.ur.ch/_rte/dienst/4118;No;No;Yes;PDF;The page provides tax forms and guidelines for legal entities for the year 2022.
https://www.ur.ch/_rte/publikation/7604;No;No;No;N/A;Data retrieval is incomplete.
https://www.ur.ch/_rte/link/1659;No;No;No;N/A;Data retrieval is incomplete.
https://www.ur.ch/_rte/dienst/3869;No;No;Yes;PDF;The page provides tax guidelines for natural persons for the year 2022.
https://www.ur.ch/_rte/link/1660;No;Yes;No;Webpage;The page provides a guide on occupational safety and health regulations.
https://www.ur.ch/_rte/link/2824;No;No;No;N/A;Data retrieval is incomplete.
https://www.ur.ch/_rte/dienst/5852;No;No;No;N/A;The page discusses forest conservation and its role in protecting against natural hazards in Uri.
https://www.ur.ch/_rte/dienst/3834;No;Yes;Yes;PDF;The page provides tax forms and guidelines for legal entities for the year 2021.
https://www.ur.ch/_rte/publikation/7614;No;No;No;N/A;Data retrieval is incomplete.
https://www.ur.ch/_rte/publikation/7091;No;Yes;Yes;PDF;The page provides forms and guidelines for the annual Swisslos survey.
https://www.ur.ch/_rte/abstimmung/2838;No;No;No;N/A;The page provides information on federal and cantonal voting, including results and descriptions of the proposals.
https://www.ur.ch/_rte/link/1492;Yes;No;No;N/A;The page directs to a download for Adobe Acrobat Reader DC but is not accessible via Internet Explorer.
