page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://bdlf.fr.ch/app/de/change_documents/101;No;No;No;N/A;N/A;The page could not be analyzed due to lack of content.
https://www.fr.ch/de/gsd/kaa/news/abend-zum-austausch-und-zur-information-ueber-sexuelle-gesundheit;No;No;No;N/A;N/A;The page discusses an event focused on sexual health.
https://www.fr.ch/de/vwbd/stata/einwohnerregister-des-kantons-freiburg/gebaeude-und-wohnungsregister/dokumente-ueber-das-gebaeude-und-wohnungsregister-gwr-herunterladen;No;No;No;N/A;N/A;The page provides documents and guidelines related to the Building and Housing Register (GWR).
https://www.fr.ch/de/sjsd/pol/news/falsche-e-mails-im-namen-der-polizei-fedpol-europol-interpol-seien-sie-wachsam;No;No;No;N/A;N/A;The page warns about internet scams involving fake emails from authorities.
https://www.fr.ch/de/gsd/news/cara-verbunden-mit-meiner-gesundheit-schaffung-des-vereins-cara-zur-entwicklung-des-elektronischen-patientendossiers-in-der-westschweiz;Yes;No;No;N/A;Health;The page discusses the creation of an inter-cantonal association for the development of electronic patient records in Western Switzerland.
https://www.fr.ch/de/covid19/news/masken-sind-da-um-mund-und-nase-zu-bedecken-nicht-um-strassen-und-plaetze-zuzupflastern;No;No;No;N/A;N/A;The page discusses the proper disposal of masks to prevent littering.
https://www.fr.ch/de/sjsd/jvbha/hrbuchhaltung;No;No;No;N/A;N/A;The page describes the administrative activities related to HR and accounting within the Office for Prison and Probation Services.
https://www.fr.ch/de/arbeit-und-unternehmen/arbeiten-beim-staat/meilensteine-der-gemeinsamen-fuehrungskultur;No;No;No;N/A;N/A;The page outlines the State of Fribourg's HR policies, focusing on work-life balance and employee well-being.
https://www.fr.ch/de/rimu/afu/news/praktische-anweisung-zum-korrekten-umgang-mit-schlagabraum-auf-landwirtschaftlichen-flaechen;No;No;No;N/A;N/A;The page provides guidelines on how to properly handle cuttings and waste from trees and hedges on agricultural land.
https://www.fr.ch/de/sk/news/mehr-buergernaehe-mit-neuen-moeglichkeiten-im-elektronischen-zahlungsverkehr-mit-der-verwaltung;Yes;No;No;N/A;E-governance and administration;The page discusses the introduction of new online services for electronic payment and document requests, facilitated by administrative software.
https://www.fr.ch/de/find/kstv/news/frchfritax-die-neue-internetadresse-fuer-die-online-steuererklaerung;Yes;No;No;N/A;Finance and taxes;The page announces a new web application, FriTax, for online tax filing in the Canton of Fribourg.
