page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://www.fr.ch/de/alltag/bei-schwierigkeiten/strafrechtliche-mandate;No;No;No;N/A;N/A;The page provides information on legal mandates in the Canton of Freiburg.
https://www.fr.ch/de/staat-und-recht/statistik/anfrage-um-auskunft-beim-amt-fuer-statistik-des-kantons-freiburg;No;No;No;N/A;N/A;The page provides information on how to request statistical data from the Canton of Freiburg.
https://bdlf.fr.ch/app/de/texts_of_law/841.3.11/versions/431;No;No;No;N/A;N/A;The content of the page could not be retrieved.
https://bdlf.fr.ch/app/de/change_documents/2666;No;No;No;N/A;N/A;The content of the page could not be retrieved.
https://www.fr.ch/de/gibs/hilfe-migration-m365;Yes;Yes;Yes;Webpage;Communication and collaboration;The page provides a guide for troubleshooting issues related to M365 accounts, including password reset and license activation.
https://www.fr.ch/de/sjsd/pol/news/unwetter-die-kantone-freiburg-waadt-und-neuenburg-koordinieren-sich;No;No;No;N/A;N/A;The page discusses coordination among the cantons of Freiburg, Waadt, and Neuenburg regarding weather emergencies.
https://www.fr.ch/de/rimu/afu/news/klima-schreibwettbewerb-2020;No;No;No;N/A;N/A;The page announces a writing competition focused on climate change.
https://www.fr.ch/de/rimu/afu/news/anpassung-der-zonen-in-denen-erdwaermesonden-erstellt-werden-koennen;No;No;No;N/A;N/A;The page discusses the adjustment of zones where geothermal probes can be installed to promote renewable energy.
https://www.fr.ch/de/bildung-und-schulen/obligatorische-schule/projekte-zum-thema-digitalisierung;Yes;No;No;N/A;Education;The page discusses digital education strategies and the integration of ICT in schools in the canton of Freiburg.
https://www.fr.ch/de/vwbd/stata/news/das-statistische-jahrbuch-2023-ein-nachschlagewerk-im-dienste-der-bevoelkerung;No;No;No;N/A;N/A;The page discusses the Statistical Yearbook of the Canton of Freiburg for 2023, which is available in PDF and Excel formats.
https://www.fr.ch/de/bkad/news/covid-19-informationen-zu-den-freiburger-schulen;No;No;No;N/A;N/A;The page provides comprehensive information on COVID-19 measures for schools in the Canton of Freiburg, including remote learning options and support for special educational needs.
