page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://www.fr.ch/de/staat-und-recht/justiz/freiburger-zeitschrift-fuer-rechtsprechung;No;No;No;N/A;N/A;The page is the official publication organ of the Freiburg judicial authorities, focusing on legal matters and jurisprudence.
https://bdlf.fr.ch/app/de/texts_of_law/122.96.11/versions/6703;No;No;No;N/A;N/A;The content of the page could not be retrieved for analysis.
https://www.fr.ch/de/gsd/news/unterstuetzungsplan-fuer-die-jugend-freiburg-7-unterstuetzte-jugendprojekte-im-2022;No;No;No;N/A;N/A;The page discusses a support plan for youth projects in Freiburg, covering various social and cultural initiatives.
https://www.fr.ch/de/sjsd/pol/news/die-kantonspolizei-hat-bereits-61-personen-angezeigt-die-gegen-die-massnahmen-der-behoerden-verstossen-haben;No;No;No;N/A;N/A;The page discusses the actions taken by the Kantonspolizei Freiburg against individuals violating governmental measures.
https://www.fr.ch/de/bildung-und-schulen/berufsbildung/elektronikerin-efz;Yes;No;No;N/A;N/A;The page provides information about the training and career prospects for electronics technicians, including software development aspects.
https://www.fr.ch/de/energie-landwirtschaft-und-umwelt/waelder/der-privatwald;No;No;No;N/A;N/A;The page discusses the private forests in the Canton of Freiburg, their ownership, and challenges in their management.
https://www.fr.ch/de/bkad/news/medien-und-informationstechnologien-staerkere-koordination-um-den-beduerfnissen-besser-zu-entsprechen;Yes;No;No;N/A;N/A;The page discusses the integration of media and information technologies in education in the Canton of Freiburg, focusing on coordination and strategy.
https://www.fr.ch/de/bildung-und-schulen/mittelschulen/informationen-fuer-lehrpersonen-der-sekundarstufe-2-s2/weiterbildung-lehrpersonen-sekundarstufe-2;No;No;No;N/A;N/A;The page provides information on continuing education opportunities for secondary level teachers, focusing on subject matter and pedagogical training.
https://www.fr.ch/de/gsd/kaa/leistungen-des-kaa;No;No;No;N/A;N/A;The page outlines the services provided by the Cantonal Medical Office, focusing on public health, disease prevention, and healthcare coordination.
https://bdlf.fr.ch/app/de/change_documents/3971;No;No;No;N/A;N/A;The content of the page could not be retrieved for analysis.
https://www.fr.ch/de/find/ita/leistungen-des-ita;Yes;No;No;N/A;N/A;The page outlines the services provided by the Office for Informatics and Telecommunications, focusing on IT activities, software solutions, and support within the Canton administration.
