page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://www.fr.ch/de/ilfd/gema/app/acom_entites;No;No;No;N/A;N/A;Database of municipalities.
https://www.fr.ch/de/sk/news/steuererklaerung-fuer-natuerliche-personen-ausgefuellt-mit-der-software-fritax;Yes;No;No;N/A;N/A;Discusses the use of FRItax software for filling out tax returns.
https://bdlf.fr.ch/app/de/change_documents/3239;No;No;No;N/A;N/A;No content available for analysis.
https://www.fr.ch/de/find/vga/news/neue-historische-daten-veroeffentlicht;No;No;No;N/A;N/A;Discusses the publication of new historical maps and data.
https://www.fr.ch/de/find/news/der-countdown-fuer-die-steuererklaerung-laeuft-positive-zwischenbilanz-fuer-fritax;Yes;No;No;N/A;N/A;Discusses the success and features of FriTax software for tax returns.
https://www.fr.ch/de/polizei-und-sicherheit/bevoelkerungsschutz/verhaltensempfehlungen-13;No;No;No;N/A;N/A;Provides safety recommendations related to sudden water level changes in rivers.
https://www.fr.ch/de/gesundheit/gesundheitssicherheit/bettwanzen;No;No;No;N/A;N/A;Discusses the increase in bed bug infestations and recommends professional treatment.
https://www.fr.ch/de/eksd/news/verbot-des-praesenzunterrichts-betreuung-von-schuelerinnen-und-schuelern-mit-besonderem-bildungsbedarf;No;No;No;N/A;N/A;Discusses the provision of remote education for students with special educational needs.
https://www.fr.ch/de/steuern/natuerliche-personen/fritax/fritax-faq;Yes;Yes;No;Webpage;Finance and taxes;Provides a FAQ section for the FriTax software used for tax returns.
https://www.fr.ch/de/gb/jr/news/ruecktritt-von-zwangsmassnahmenrichter-felix-baumann;No;No;No;N/A;N/A;Discusses the resignation of a judge from his position.
