page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://www.fr.ch/de/grangeneuve/news/ladenoeffnungszeiten-und-verkauf-von-setzlingen;No;No;No;N/A;N/A;Information about store opening hours and seedling sales at Grangeneuve.
https://www.fr.ch/de/vwbd/news/tankstellenshops-ein-allgemeinverbindlicher-gav-regelt-die-arbeitsbedingungen;No;No;No;N/A;N/A;Discusses regulations for working conditions in gas station shops in the Canton of Fribourg.
https://www.fr.ch/de/alltag/versicherungen/kranken-und-unfallversicherung/praemien-krankenkassenwechsel-und-praemienverbilligung;No;No;No;N/A;N/A;Provides information on changing health insurance providers and reducing premiums in the Canton of Fribourg.
https://www.fr.ch/de/kub/app/bibliotheques/69;Yes;No;No;N/A;N/A;Describes an intercultural library in Fribourg offering media in multiple languages, including educational software.
https://www.fr.ch/de/bildung-und-schulen/obligatorische-schule/nachteilsausgleich-in-der-obligatorischen-schule;No;No;No;N/A;N/A;Discusses measures to reduce disadvantages for students with disabilities in mandatory schools in the Canton of Fribourg.
https://bdlf.fr.ch/app/de/change_documents/144;No;No;No;N/A;N/A;No content available for analysis.
https://www.fr.ch/de/stata/news;No;No;No;N/A;N/A;404 page, no content available for analysis.
https://www.fr.ch/de/vwbd/news/offtern-steht-vor-der-tuer;No;No;No;N/A;N/A;Discusses a campaign to reduce electricity consumption in the Canton of Fribourg, involving a special Easter egg hunt.
https://www.fr.ch/de/sjsd/azsm/news/sirenentest-vom-mittwoch-1-februar-2023;No;No;No;N/A;N/A;Announces the annual siren test for civil protection in the Canton of Fribourg, detailing the schedule and what the different siren sounds mean.
https://www.fr.ch/de/staat-und-recht/parlament/anfragen-nr-86105-bis-88005;Yes;No;No;N/A;N/A;Lists parliamentary inquiries, including one regarding the use of free software by state departments.
https://bdlf.fr.ch/app/de/change_documents/863;No;No;No;N/A;N/A;No content available for analysis.
