page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://www.gr.ch/DE/institutionen/verwaltung/dvs/alt/aktuelles/Seiten/Geburten-auf-S%C3%B6mmerungsbetrieben---viel-L%C3%A4rm-um-nichts.aspx;No;No;No;N/A;N/A;Discusses animal health and food safety, specifically focusing on livestock births.
https://www.gr.ch/DE/institutionen/verwaltung/dvs/awt/wirtschaftsstandort/testimonials/Seiten/25_WENZEL-Metromec-AG.aspx;Yes;No;No;N/A;N/A;Discusses WENZEL Metromec AG, a company specializing in software solutions for quality assurance in various industries.
https://www.gr.ch/DE/institutionen/verwaltung/ekud/avs/aktuelles/sport/schulsporttage;No;No;No;N/A;N/A;Provides information on upcoming school sports days and how to register.
https://kunstmuseum.gr.ch/de/info/testimonials/Seiten/Testimonial-B%C3%BChler.aspx;No;No;No;N/A;N/A;Discusses the role of art and culture in the community, specifically in the context of the Bündner Kunstmuseum.
https://www.gr.ch/DE/institutionen/verwaltung/djsg/amz/aktuelles/Seiten/Sirenentest-2018---Sirenentest-wird-wiederholt.aspx;Yes;No;No;N/A;N/A;Discusses a technical issue related to the software used in the nationwide siren test in Switzerland.
https://www.gr.ch/DE/institutionen/verwaltung/djsg/afm/ukraine/aktuell;No;No;No;N/A;N/A;Provides updates on the situation in Ukraine and the measures taken for refugees in Switzerland.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2016/Seiten/Eroeffnung.aspx;No;No;No;N/A;N/A;Discusses the reopening of the Bündner Kunstmuseum Chur after a two-year construction period.
https://www.gr.ch/DE/institutionen/verwaltung/dvs/kiga/dokumentation/Seiten/Preisbekanntgabe.aspx;No;No;No;N/A;N/A;Discusses regulations and guidelines for price labeling of goods and services in Switzerland.
https://www.gr.ch/DE/institutionen/verwaltung/dfg/stv/steuererklaerung/quellensteuer/steuerperiode_2015/Seiten/wegleitungen_merkblaetter.aspx;Yes;Yes;Yes;PDF;Finance and taxes;Provides guidelines and software for tax declaration related to withholding tax for the tax period 2015.
https://www.gr.ch/DE/institutionen/verwaltung/dfg/stv/steuererklaerung/quellensteuer/steuerperiode_2014/Seiten/Neuerungen.aspx;Yes;Yes;Yes;PDF;Finance and taxes;Discusses changes in the withholding tax procedure and software for the tax period 2014.
https://www.gr.ch/DE/institutionen/verwaltung/ekud/ahb/bks/uberuns/slbks;Yes;No;No;N/A;N/A;Discusses the leadership and administrative aspects of the Bündner Kantonsschule, including the use of school administration software.
