page_link;explanation;software_name
https://so.ch/verwaltung/finanzdepartement/steueramt/juristische-personen/formulare/formulare-kapitalgesellschaften-genossenschaften/steuererklaerung-2021/;The page provides downloadable forms and guidelines for the tax declaration of corporations and cooperatives for the year 2021.;
https://so.ch/verwaltung/finanzdepartement/steueramt/juristische-personen/formulare/formulare-kapitalgesellschaften-genossenschaften/steuererklaerung-2020/;This page contains forms and instructions for the 2020 tax declaration for corporations and cooperatives.;
https://so.ch/verwaltung/finanzdepartement/steueramt/juristische-personen/formulare/formulare-kapitalgesellschaften-genossenschaften/steuererklaerung-2017/;Content not retrievable.;
https://so.ch/verwaltung/finanzdepartement/steueramt/etax-solothurn/haeufige-fragen/;The page provides FAQs and technical support information for the eTax Solothurn software.;eTax Solothurn
https://so.ch/verwaltung/departement-fuer-bildung-und-kultur/vorsteher/landammannjahr-2017/programmieren-in-der-primarschule-informatische-bildung/;"The page discusses the implementation of the ""Scalable Game Design"" learning concept to teach programming in primary schools.";Scalable Game Design, AgentSheets, AgentCubes
https://so.ch/verwaltung/departement-fuer-bildung-und-kultur/amt-fuer-berufsbildung-mittel-und-hochschulen/berufliche-grundbildung/berufsabschluss-fuer-erwachsene/vorbereitungskurs-grundkompetenzen/;The page provides information about a preparatory course for adults to improve basic competencies including computer use.;
https://so.ch/verwaltung/bau-und-justizdepartement/amt-fuer-umwelt/wasserbau/naturgefahren/kartenvollzugshilfen/;The page offers various guides and tools for the implementation of hazard maps and related environmental data.;StorMe
https://so.ch/verwaltung/bau-und-justizdepartement/amt-fuer-umwelt/wasser/infrastruktur/siedlungsentwaesserung/modernisierung-leitungskataster/;"The page details the ""Modernization of Pipeline Cadastre"" project, which involves checking the data of wastewater cadastres and providing recommendations for updates.";VSA Checkservice, Geonis, Autodesk Map 3D, Cadwork, LIDS, QGIS
https://so.ch/verwaltung/bau-und-justizdepartement/amt-fuer-umwelt/wasser/infrastruktur/siedlungsentwaesserung/datenbestand-se-d/;The page provides guidelines and mandatory documents for the management of wastewater data, aligned with the standards of the Swiss Association for Water and Gas Experts (VSA).;
https://so.ch/verwaltung/bau-und-justizdepartement/amt-fuer-umwelt/umweltdaten/erhebung/;The page is about the annual collection of environmental data by municipalities using online forms and the AQUASTAT tool for water data collection.;AQUASTAT
