page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.gl.ch/public-newsroom.html/31/news/19779/newsarchive/1;No;No;No;N/A;The page discusses COVID-19 vaccination strategies and procedures in the Kanton Glarus.
https://www.gl.ch/public-newsroom.html/31/news/3298/newsarchive/1;Yes;No;No;N/A;The page offers a job position for an IT specialist focusing on system technology, detailing the requirements and application process.
https://www.gl.ch/public-newsroom.html/31/news/10550/newsarchive/1;Yes;No;No;N/A;The page discusses changes to the tax law in Kanton Glarus, including the introduction of online tax filing.
https://www.gl.ch/public-newsroom.html/31/news/4243/newsarchive/1;Yes;Yes;No;Web Application;The page introduces a new mobile website for the Kanton Glarus, detailing its features and how to use it.
https://www.gl.ch/public-newsroom.html/31/news/22043/newsarchive/1;No;No;No;N/A;The page discusses additional funding for COVID-19 vaccinations in Kanton Glarus.
https://www.gl.ch/public-newsroom.html/31/news/4252/newsarchive/1;Yes;Yes;No;Web Application;The page introduces a new mobile website for the Kanton Glarus, detailing its features and how to use it.
https://www.gl.ch/gl2011/aktuell/news/details.html/1679/news/2742/newsarchive/1;Yes;No;No;N/A;The page discusses the role of IT solutions in the administrative restructuring of the Kanton Glarus.
https://www.gl.ch/verwaltung/bildung-und-kultur/hoeheres-schulwesen-und-berufsbildung/berufsbildung/portal-fuer-lehrbetriebe.html/1702;Yes;No;Yes;Web Application (upcoming);The page introduces a new portal for vocational training providers, mentioning that a guide for using the portal will be available soon.
https://www.gl.ch/verwaltung/bau-und-umwelt/umwelt-wald-und-energie/umweltschutz-und-energie/umweltschutz/biologische-sicherheit/invasive-neophyten.html/6497;No;No;Yes;Web Platform;The page provides information on invasive plant species in Kanton Glarus and mentions a web platform for reporting such species.
https://www.gl.ch/public-newsroom.html/31/news/13263/newsarchive/1;Yes;No;No;N/A;The page discusses crime and traffic accident statistics in Kanton Glarus for the year 2019 and mentions software issues related to a new reporting program used by the police.
