page_link;explanation;software_name
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2018/Seiten/2018021401.aspx;The page discusses the electronic submission of tax returns and mentions a video guide for the same.;
https://www.gr.ch/DE/institutionen/verwaltung/djsg/afm/dienstleistungen/PKI/Seiten/CardOS-API-Middleware.aspx;The page provides information on CardOS API, which allows cryptographic applications to communicate and authenticate with CardOS Smart-Cards.;CardOS API
https://www.gr.ch/DE/institutionen/verwaltung/diem/ajf/fischerei/Fischen-in-Graubuenden/Seiten/Fischerei-App.aspx;The page provides information about the Fischerei-App, which is used for recording fishing statistics and activities.;Fischerei-App
https://www.gr.ch/DE/institutionen/verwaltung/dfg/stv/steuererklaerung/grundstueckgewinnsteuer/Seiten/wegleitungen_merkblaetter.aspx;The page provides guides and forms for property gain tax, including a mention of Deklarationssoftware SofTax GR Spezialsteuern for tax declaration.;SofTax GR Spezialsteuern
https://www.gr.ch/DE/institutionen/verwaltung/dfg/stv/steuererklaerung/gewinn_und_kapitalsteuer/Seiten/wegleitungen_merkblaetter.aspx;The page provides guides and forms for profit and capital tax, including a mention of Deklarationssoftware SofTax JP for tax declaration for legal entities.;SofTax JP
https://www.gr.ch/DE/institutionen/verwaltung/dfg/stv/steuererklaerung/einkommens_und_vermoegenssteuer/Seiten/wegleitungen_merkblaetter.aspx;The page provides guides and forms for income and wealth tax, including a mention of Deklarationssoftware SofTax NP for tax declaration for natural persons.;SofTax NP
https://www.gr.ch/DE/institutionen/verwaltung/dfg/stv/mitteilungen/Seiten/MedienmitteilungVideo.aspx;The page discusses the electronic submission of tax returns and mentions a new video guide to help taxpayers optimize the process.;
https://kunstmuseum.gr.ch/de/digital/audioguide/Seiten/Start.aspx;The page provides information about free podcasts related to the museum's collection and history.;
https://www.gr.ch/DE/institutionen/verwaltung/dfg/stv/steuererklaerung/gewinn_und_kapitalsteuer/steuerperiode_2012/Seiten/wegleitungen_merkblaetter.aspx;The page provides guides and forms for profit and capital tax for the tax period 2012, including a mention of Deklarationssoftware SofTax JP for tax declaration for legal entities.;SofTax JP, Adobe Reader
https://www.gr.ch/DE/institutionen/verwaltung/djsg/afm/dienstleistungen/PKI/Seiten/PIN-Entsperrung.aspx;The page provides information on how to unlock the PIN of ATOS and Gemalto Smart-Cards, including a mention of the End-User Benutzeranleitung PIN-Reset Gemalto Smart-Cards_V1.0 guide.;ATOS Smart-Cards, Gemalto Smart-Cards
https://www.gr.ch/DE/institutionen/verwaltung/ekud/afk/kbg/Bibliotheksfoerderung/SABKurse/kurse/Seiten/Weiterbildungskurs_2022_05.aspx;The page provides information about a training course on cataloging with winMedio, including the date, time, and location.;winMedio
