page_link;explanation;software_name
https://www.sg.ch/recht/beschaffungswesen/offertoeffnungen.html;The page lists public procurement openings and related documents without mentioning specific software.;
https://www.sg.ch/politik-verwaltung/abstimmungen-wahlen/e-voting.html;The page provides information on the electronic voting system used in St. Gallen, which is the E-Voting system of the Swiss Post.;E-Voting-System der Schweizerischen Post
https://www.sg.ch/kultur/staatsarchiv/Spezialthemen-/auds/2022.html;The page details a conference on the archiving of digital systems, mentioning various digital archiving tools and systems.;DiPS.kommunal, IngestTool, Xdomea, Docuteam cosmos, DIMAG, PIT.plus
https://www.sg.ch/kultur/staatsarchiv/Spezialthemen-/auds/2021.html;The page discusses a conference on digital archiving, mentioning various software and frameworks for digital archiving and recordkeeping.;FAUST, startext SORI, Archifiltre, XDomea-Schnittstelle TIZIAN
https://www.sg.ch/kultur/staatsarchiv/Spezialthemen-/auds/2019.html;The page contains information on a conference about digital archiving, with discussions on various digital archiving projects and tools.;DIMAG, KOALA, Ludwigsburger Handreichung Datenträger, BPMN und REST Framework
https://www.sg.ch/kultur/staatsarchiv/Spezialthemen-/auds/2008.html;The page provides details on a conference discussing the long-term archiving of digital records, including presentations on various archiving systems and standards.;Faust 5.0 professional, BISMAS, ARNE
https://www.sg.ch/kultur/staatsarchiv/Spezialthemen-/auds/2007.html;The page discusses a conference on the archiving of digital records, with various software solutions mentioned for archiving and document management.;Steno-S, kopal
https://www.sg.ch/gesundheit-soziales/soziales/sozialberatung.html;The page provides information on social counseling services and mentions tools for case management but does not specify any software names.;
https://www.sg.ch/gesundheit-soziales/soziales/kinder-und-jugendliche/kindertagesbetreuung/kinderbetreuungsgesetz/gesuchseingabe-foerderbeitraege-familien--und-schulergaenzende-k.html;Content not retrievable.;
https://www.sg.ch/gesundheit-soziales/gesundheit/praevention---gesundheitsfoerderung/schule-gesundheit/schulzahnpflege.html;The page discusses the school dental care program and mentions the use of an online webshop for ordering dental care sets, but no specific software for dental care or administration is named.;
https://www.sg.ch/bildung-sport/volksschule/sonderpaedagogik/fuehrung-und-finanzierung.html;"The page provides various documents and tools for the management of special education schools, including an ""Abrechnungs- und Präsenzerfassungs-Tool"" which is likely a tool for accounting and attendance tracking.";Abrechnungs- und Präsenzerfassungs-Tool
https://www.sg.ch/bildung-sport/bslb/ebiz/Interessen/7/19wb/AW.html;The page lists various non-regulated further education courses and programs in the field of computer science, including specific courses and diplomas offered by different schools and organizations, but does not mention a specific software.;
