page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.gr.ch/DE/institutionen/verwaltung/dfg/pa/lehreGR/lehrstellen/Seiten/18_02_Automobil_AssistentIn_EBA.aspx;No;No;No;N/A;Page about vocational training for automobile assistants.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2016/Seiten/Zilla-Leutenegger-Tintarella-di-Luna.aspx;No;No;No;N/A;Page about an art exhibition featuring Zilla Leutenegger.
https://www.gr.ch/DE/institutionen/verwaltung/ekud/avs/Dokumentenliste%20Aktuelles/Archiv_Schule_trotz_Corona_de.zip;No;No;No;N/A;ZIP file containing documents related to schooling during the COVID-19 pandemic.
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20191022Hug02.aspx;No;No;No;N/A;Page about a parliamentary session in Graubünden.
https://kunstmuseum.gr.ch/de/Sammlung/geschichte;No;No;No;N/A;Page about the history of the Bündner Kunstmuseum's collection.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2019/Seiten/Transversal.%20Landschaften%20aus%20der%20Sammlung.aspx;No;No;No;N/A;Page about an art exhibition focused on landscapes.
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2011/Seiten/2011112901.aspx;No;No;No;N/A;Page about a project aimed at improving work-life balance in small and medium-sized enterprises.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2021/Seiten/Zilla-Leutenegger.aspx;No;No;No;N/A;Page about an art exhibition featuring Zilla Leutenegger.
https://kunstmuseum.gr.ch/de/museum/Seiten/Amt-fuer-Kultur.aspx;No;No;No;N/A;Page about the Amt für Kultur and its role in operating museums in Graubünden.
https://kunstmuseum.gr.ch/de/erleben/erwachsene/Seiten/Kunst-am-Mittag.aspx;No;No;No;N/A;Page about a program offering art insights during lunchtime at the Bündner Kunstmuseum.
