page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://kunstmuseum.gr.ch/de/Sammlung;No;No;No;N/A;N/A
https://kunstmuseum.gr.ch/de/info/news/Seiten/BKV-Preis-Titus.aspx;No;No;No;N/A;Announcement of Olga Titus receiving the Kunstpreis 2022, with details about her work and the award.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2015/Seiten/Giger.aspx;No;No;No;N/A;Details of an exhibition dedicated to HR Giger, including his works and achievements, held at the Bündner Kunstmuseum.
https://kunstmuseum.gr.ch/de/erleben/kinder-und-familien/Seiten/Atelier-rumantsch.aspx;No;No;No;N/A;"Information about the ""Atelier rumantsch"" program at the Bündner Kunstmuseum Chur, offering art experiences in the Romansh language for children."
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/DE_2009-02-11_2128.aspx;Yes;No;No;N/A;Inquiry regarding efficient energy application in the field of IT within the cantonal administration, including details on energy costs, potential savings, and strategies for energy efficiency.
https://www.gr.ch/DE/institutionen/verwaltung/djsg/kapo/aktuelles/medien/2003/Seiten/DE_7496_i.aspx;No;No;No;N/A;N/A
https://kunstmuseum.gr.ch/de/museum/Seiten/Leitbild%20und%20Jahresberichte.aspx;No;No;No;N/A;Page containing the mission statement and annual reports of the Bündner Kunstmuseum Chur, along with information about upcoming events and exhibitions.
https://klimawandel.gr.ch/de/was-tun/Seiten/20220610_Klima-Toolbox-Graub%C3%BCnden-f%C3%BCr-Gemeinden.aspx;No;No;No;N/A;Information about the Klima-Toolbox Graubünden, a tool for municipalities to assess and respond to climate change challenges, including details on its three-step approach and related resources.
https://kunstmuseum.gr.ch/de/erleben/schulen;No;No;No;N/A;Information about the educational programs, workshops, and resources offered by the Bündner Kunstmuseum Chur for schools, including details on exhibitions, guided tours, and materials for teachers.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2014/Seiten/andrea-garbald-2014.aspx;No;No;No;N/A;Information about the exhibition of Andrea Garbald, a photographer and artist, held at the Bündner Kunstmuseum from February to May 2014, showcasing his portraits, postcards, and landscapes, along with details about the related monograph and the 150th anniversary of Villa Garbald.
