page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.gr.ch/Deutsch/Institutionen/Parlament/Protokolle_Sessionen/oktober2000.cfm.htm;No;No;Yes;PDF;Grossratsprotokoll Oktober 2000 - Session including various topics such as revisions of laws, motions, and interpellations, with a mention of Deklarationssoftware for tax declarations.
https://www.gr.ch/DE/institutionen/verwaltung/djsg/kapo/aktuelles/medien/1999/Seiten/DE_11839_i.aspx;No;No;No;N/A;Unable to retrieve content from the page.
https://www.gr.ch/DE/institutionen/verwaltung/dfg/stv/mitteilungen/Seiten/MedienmitteilungVideo.aspx;No;Yes (audiovisual guide);No;Video;Information about filling out tax returns electronically in Graubünden, with a video guide to help reduce administrative effort.
https://www.gr.ch/DE/institutionen/verwaltung/dfg/stv/steuererklaerung/quellensteuer/steuerperiode_2013/Seiten/software.aspx;No;No;No;N/A;Unable to retrieve content from the page.
https://www.gr.ch/DE/institutionen/verwaltung/djsg/kapo/aktuelles/medien/2006/Seiten/DE_9181_i.aspx;No;No;No;N/A;Report on two accidents in Graubünden, one involving a tractor and the other a collision between a motorcycle and a delivery van.
https://kunstmuseum.gr.ch/de/besuch;No;No;No;N/A;Unable to retrieve content from the page.
https://kunstmuseum.gr.ch/de/museum/100jahre/Seiten/Testimonial_05_Rhb-Fasciati.aspx;No;No;No;N/A;Testimonial by Dr. Renato Fasciati, Director of Rhätische Bahn AG, celebrating the 100-year anniversary of the Bündner Kunstmuseum, highlighting the collaboration between the museum and the Rhätische Bahn.
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2022/Seiten/2022101701.aspx;No;No;No;N/A;Unable to retrieve content from the page.
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2005/Seiten/DE_16529_i.aspx;No;No;No;N/A;Announcement of a career choice event at the Oberstufenschule Florentini in Chur, focusing on promoting open career choices and breaking gender stereotypes in career selection.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2015/Seiten/Alexander-Hanimann.aspx;No;No;No;N/A;"Description of the exhibition ""kUNST PLAKATIV"" by Alex Hanimann at the Bündner Kunstmuseum, focusing on the theme of ""Museum"" and ""Art,"" with a series of twelve posters exploring language as an aesthetic medium."
