page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20190212SVP(Weber)01.aspx;No;No;No;N/A;Discusses a parliamentary inquiry regarding potential damages from bidding agreements.
https://www.gr.ch/DE/institutionen/verwaltung/dfg/stv;Yes (Deklarationssoftware, SofTax);No;No;N/A;Provides information on tax administration, including tax declaration software.
https://www.gr.ch/DE/institutionen/verwaltung/dvs/are/dienstleistungen/nutzungsplanung/Seiten/dignup.aspx;No;No;No;N/A;Content not available.
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20200828Cahenzli-Philipp01.aspx;Yes (Fallführungssoftware);No;No;N/A;Discusses poverty in Graubünden and mentions the introduction of new case management software.
https://kunstmuseum.gr.ch/de/museum;No;No;No;N/A;Provides the history and details of the Bündner Kunstmuseum in Graubünden.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2018/Seiten/Sara-Mas%C3%BCger.aspx;No;No;No;N/A;Details an exhibition by Sara Masüger at the Bündner Kunstmuseum.
https://kunstmuseum.gr.ch/de/besuch/gruppen/Seiten/Besuch-als-Gruppe.aspx;No;No;No;N/A;Provides information on group visits to the Bündner Kunstmuseum.
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2023/Seiten/2023012601.aspx;Yes (Programs da correctura ortografica rumantscha, vaidrina plus, Bildungsoffensive digitales Marketing);No;No;N/A;Discusses government contributions to various digital projects, including a Romansh spell-check program and a digital marketing education platform.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2014/Seiten/David-Weiss.aspx;No;No;No;N/A;Details an exhibition featuring the works of Swiss artist David Weiss from 1968 to 1979 at the Bündner Kunstmuseum.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2019/Seiten/Flurina-Sokoll.%20In%20occasione%20della%20mostra%20annuale.aspx;No;No;No;N/A;Details an exhibition featuring the works of Flurina Sokoll, focusing on material culture and sustainability.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2013/Seiten/2013_05.aspx;No;No;No;N/A;Details an exhibition featuring the works of Mirko Baselgia, focusing on his diverse artistic methods and materials.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2014/Seiten/Leitlinien.aspx;No;No;No;N/A;Details an exhibition focusing on the art of drawing, featuring works from various artists across different time periods.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2012/Seiten/2012_06.aspx;No;No;No;N/A;"Details an exhibition featuring the works of André Thomkins, focusing on his unique ""Lackskins"" technique."
https://www.gr.ch/DE/institutionen/verwaltung/diem/tba/flv/projekte/Documents/graub%C3%BCndenMOBIL-Newsletter-DE_2018-11.htm;No;No;No;N/A;404 page, content not available.
https://www.gr.ch/DE/institutionen/verwaltung/ekud/anu/aktuelles/mitteilungen/Seiten/20140611_SaubereVeranstaltung.aspx;No;No;No;N/A;Content not available.
https://www.gr.ch/DE/institutionen/verwaltung/diem/awn/dokumentenliste_afw/2020_07_waldbrandformular_GR_von_WSL.docx;No;No;No;N/A;A form for reporting forest and open-area fires, including details like the type of area affected, the cause of the fire, and firefighting resources used.
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2014/Seiten/2014031703.aspx;No;No;No;N/A;Discusses a student photography project in preparation for the Expo Milano 2015, organized by the Kanton Graubünden.
https://kunstmuseum.gr.ch/de/digital/audioguide/Seiten/Start.aspx;Yes (Audioguide);Yes (audiovisual guide);No;Audio;Provides free podcasts as audioguides for selected works in the Bündner Kunstmuseum collection.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2022/Seiten/Sockelgeschichten.aspx;No;No;No;N/A;Details an exhibition focusing on the theme of sculpture, featuring works from various artists that explore the concept in diverse ways.
