page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://kunstmuseum.gr.ch/de/digital;No;No;No;N/A;The page discusses digital offerings of the Bündner Kunstmuseum, including a virtual 3D tour and audioguides for exhibitions.
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2018/Seiten/2018060501.aspx;No;No;No;N/A;The page discusses a program aimed at increasing family-friendliness in Engadiner small and medium-sized enterprises (KMU).
https://kunstmuseum.gr.ch/de/info/news;No;No;No;N/A;The page provides news and updates related to the Bündner Kunstmuseum, including awards and upcoming exhibitions.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2014/Seiten/Pankoks.aspx;No;No;No;N/A;The page details an exhibition featuring the works of artist Michael Pankoks, held at the Klinik Waldhaus in Chur.
https://kunstmuseum.gr.ch/Seiten/Footer-EN.aspx;No;No;No;N/A;The page serves as a footer for the Bündner Kunstmuseum website, providing contact information and operational hours.
https://kunstmuseum.gr.ch/de/besuch/gruppen/Seiten/Schulen.aspx;No;No;No;N/A;The page provides information on guided tours offered for schools and kindergartens at the Bündner Kunstmuseum.
https://www.gr.ch/DE/notrufzentrale/transport;No;No;No;N/A;Unable to retrieve content from the page.
https://www.gr.ch/DE/institutionen/verwaltung/ekud/afk/kbg/Bibliotheksfoerderung/SABKurse/kurse/Seiten/Weiterbildungskurs_2023_03.aspx;No;No;No;N/A;Unable to retrieve content from the page.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv;No;No;No;N/A;The page provides an archive of past exhibitions at the Bündner Kunstmuseum, ranging from art collections to artist features.
https://www.gr.ch/DE/institutionen/verwaltung/ekud/afk/kbg/online/Basisklassifikation/Lists/Klassifikation/DispForm.aspx?ID=2190;Yes;No;No;N/A;The page discusses classification in the context of Software Engineering, but does not provide a guide or manual.
