page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/InstitutionenGesundeitswesens/Spitex/Dok%20Spitex/Erl%C3%A4uterungen_Statistik%20u.%20BR%202015_anerkannte%20PFP.docx;No;No;No;N/A;Unable to access content, likely a downloadable document.
https://www.gr.ch/DE/institutionen/verwaltung/dfg/stv/steuererklaerung/quellensteuer/steuerperiode_2011/Seiten/software.aspx;Yes;Yes;No;Webpage;"Discusses Deklarationssoftware ""SofTax QUEST 2011"" for tax accounting."
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/DE_2000-06-02_106_m.aspx;Yes;No;No;N/A;Discusses the proposal of providing tax declaration software on CD-ROM to citizens.
https://www.gr.ch/DE/institutionen/verwaltung/ekud/anu/themen/abfaelle/abfallarten/Seiten/bauabfaelle.aspx;No;No;No;N/A;Unable to access content.
https://kunstmuseum.gr.ch/de/besuch/anleitung-museumsbesuch;No;No;No;N/A;Provides guidelines for museum visitors.
https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/coronatest/aktuelles/Seiten/20211103.aspx;No;Yes;No;Webpage;Provides a step-by-step guide for issuing COVID-19 certificates.
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2003/Seiten/DE_15934.aspx;Yes;No;No;N/A;Discusses a new EDV-System for libraries in Graubünden and St.Gallen.
https://www.gr.ch/DE/institutionen/verwaltung/ekud/afk/kbg/online/Basisklassifikation/Lists/Klassifikation/DispForm.aspx?ID=2198;No;No;No;N/A;Unable to determine specific content, possibly a classification system for the Kantonsbibliothek Graubünden.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2020/Seiten/Dance%20Me%20to%20the%20End%20of%20Love.%20Ein%20Totentanz.aspx;No;No;No;N/A;Discusses an art exhibition focused on the themes of love and death.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2019;No;No;No;N/A;Lists various art exhibitions for the year 2019.
