page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://kunstmuseum.gr.ch/de/erleben/schulen/Seiten/Projekte.aspx;No;No;No;N/A;The page discusses a special art project offer for school students in collaboration with artists.
https://www.gr.ch/DE/institutionen/verwaltung/djsg/kapo/aktuelles/medien/2008/Seiten/DE_10505.aspx;No;No;No;N/A;The page reports an accident where a car went off a steep slope in Schiers.
https://www.gr.ch/DE/institutionen/verwaltung/djsg/kapo/aktuelles/medien/2006/Seiten/DE_9043_i.aspx;No;No;No;N/A;The page discusses an investigation into waste disposal in the sewage system in Ardez.
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20161019Thoeny09.aspx;No;No;No;N/A;The page discusses an inquiry regarding vehicle procurement with diesel engines in the context of air quality.
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2022/Seiten/2022082902.aspx;No;No;No;N/A;"The page discusses the introduction of ""Femmes-Tische/Männer-Tische"" discussion rounds in Graubünden, aimed at social integration and health promotion."
https://kunstmuseum.gr.ch/de/Sammlung/Highlights/Seiten/Olaf-Holzapfel.aspx;No;No;No;N/A;"The page features the artwork ""Pyramide"" by Olaf Holzapfel, discussing its themes and materials."
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2022/Seiten/Markus-M%C3%BCller.aspx;No;No;No;N/A;The page discusses an exhibition by Markus Müller, focusing on the potential of remodeling and the significance of transitions and intermediate spaces.
https://kunstmuseum.gr.ch/de/erleben/schulen/Seiten/Materialien.aspx;No;No;No;N/A;The page offers educational materials for school visits to the Bündner Kunstmuseum, including guides on various artists and themes.
https://kunstmuseum.gr.ch/de/info/news/Seiten/NewletterAnmeldung.aspx;No;No;No;N/A;The page allows users to sign up for the Bündner Kunstmuseum newsletter to stay informed about the museum's programs.
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2023/Seiten/2023011001.aspx;No;No;No;N/A;The page outlines the government's plans and objectives for 2023, including digitalization and employer attractiveness.
