page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.gr.ch/DE/institutionen/verwaltung/ekud/afk/kbg/online/Seiten/OnlineProdukte.aspx;Yes;No;No;N/A;Page about online services offered by the Canton of Graubünden.
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2022/Seiten/2022101201.aspx;No;No;No;N/A;Page about a government announcement regarding the Canton of Graubünden.
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2019/Seiten/2019112701.aspx;No;No;No;N/A;Page about a government announcement regarding the Canton of Graubünden.
https://raetischesmuseum.gr.ch/de/sammlung/objektdesmonats/Seiten/odm_maerz_23_rettungsschlitten.aspx;No;No;No;N/A;Page about a museum exhibit featuring a rescue sled.
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2011/Seiten/2011040101.aspx;No;No;No;N/A;Page about a government announcement regarding the Canton of Graubünden.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2021/Seiten/GiacomettiPanoramen.aspx;No;No;No;N/A;Page about an art exhibition at the Bündner Kunstmuseum.
https://kunstmuseum.gr.ch/de/museum/100jahre/Seiten/Testimonial_06_GKB_Vincenz.aspx;No;No;No;N/A;Page about a testimonial related to the 100-year anniversary of the Bündner Kunstmuseum.
https://raetischesmuseum.gr.ch/de/sammlung/objektdesmonats/Seiten/odm_oktober_Speichertelefon.aspx;No;Yes;No;Webpage;Page about a historical telephone model with computing capabilities.
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2016/Seiten/2016070701.aspx;No;No;No;N/A;Page about a government announcement regarding various topics in the Canton of Graubünden.
https://www.gr.ch/DE/institutionen/verwaltung/diem/awn/dokumentenliste_afw/3_8_1_meldung_waldbrand_dt.doc;No;No;No;N/A;Document form related to forest fires in the Canton of Graubünden.
