page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2011/Seiten/2011081103.aspx;No;No;No;N/A;Discusses an event focused on regular exercise and balanced nutrition in Graubünden.
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2019/Seiten/2019061301.aspx;Yes;No;No;N/A;Discusses the impact of digital tools like drones and databases on archaeological work.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2022/Seiten/Jahresausstellung%202022.aspx;No;No;No;N/A;Discusses an annual exhibition of artists in Graubünden.
https://www.gr.ch/DE/institutionen/verwaltung/diem/ajf/fischerei/Fischen-in-Graubuenden/Seiten/Fischerei-App.aspx;Unable to Determine;Unable to Determine;Unable to Determine;N/A;No content available for analysis.
https://raetischesmuseum.gr.ch/de/angebot/veranstaltungen/Seiten/Tag-der-Arch%C3%A4ologie-2023.aspx;No;No;No;N/A;Discusses an event focused on medieval craftsmanship and archaeology.
https://www.gr.ch/DE/institutionen/verwaltung/ekud/anu/themen/abfaelle/abfallarten/Seiten/sonderabfaelle.aspx;Unable to Determine;Unable to Determine;Unable to Determine;N/A;No content available for analysis.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2022/Seiten/Venedigsche-Sterne.aspx;No;No;No;N/A;Discusses an exhibition focusing on the art and tradition of embroidery in Graubünden.
https://kunstmuseum.gr.ch/de/info/news/Seiten/Kunst-am-Mittag-Giaco-Bergbach.aspx;Unable to Determine;Unable to Determine;Unable to Determine;N/A;404 page, no content available for analysis.
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20130212Michael(Donat)02.aspx;No;No;No;N/A;Discusses the financial and logistical challenges posed by the migration of large predators in Graubünden.
https://www.gr.ch/DE/institutionen/verwaltung/diem/awn/wald/3_4_waldoekologie/naturschutz/Seiten/3_4_3_2_kantonale_ziele.aspx;Unable to Determine;Unable to Determine;Unable to Determine;N/A;No content available for analysis.
