page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2012/Seiten/2012082103.aspx;No;No;No;N/A;Discusses an unaccompanied luggage transfer service for bikers and hikers in Graubünden.
https://www.gr.ch/DE/institutionen/verwaltung/djsg/kapo/aktuelles/medien/2003/Seiten/DE_7548_i.aspx;No;No;No;N/A;Discusses a successful motorcycle safety event organized by Kantonspolizei Graubünden.
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/DE_2002-05-28_717_m.aspx;Yes;No;No;N/A;Discusses the replacement of the EDV-Bibliothekssystem Dobis/Libis in the Bündner Kantonsbibliothek due to end of support.
https://www.gr.ch/DE/institutionen/verwaltung/ekud/anu/themen/stoffe;No;No;No;N/A;Unable to retrieve content.
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20170831Pult02.aspx;No;No;No;N/A;Discusses the need for gender-neutral language in tax forms.
https://hallo.gr.ch/de/Seiten/Impressum.aspx;No;No;No;N/A;Unable to retrieve content.
https://www.gr.ch/DE/institutionen/parlament/PV/Seiten/20181023BDP(Widmer)01.aspx;Yes;No;No;N/A;Discusses the introduction of E-Voting in Kanton Graubünden and its impact on the electoral process.
https://kunstmuseum.gr.ch/de/ausstellungen/archiv/2020/Seiten/fr%C3%B6licher-JA-2020.aspx;No;No;No;N/A;Discusses an art installation by frölicher | bietenhader that explores the instability of technology.
https://www.gr.ch/DE/Medien/Mitteilungen/MMStaka/2019/Seiten/2019082903.aspx;Yes;No;No;N/A;Announces the appointment of Fernando Guntern as the new head of the Personnel Office in Graubünden, who has a background in software development.
https://www.gr.ch/DE/institutionen/verwaltung/djsg/amz/zivilschutz/Seiten/Schutzbauten.aspx;No;No;No;N/A;Unable to retrieve content.
