page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://www.sv.fin.be.ch/de/tools/rechtliches.html;No;No;No;N/A;N/A;The page provides legal disclaimers and information about data processing.
https://www.be.ch/de/start/dienstleistungen/medien/medienmitteilungen.html?newsID=4dcf7269-8143-4744-9951-1bdfeaaf09de;Yes;No;No;N/A;N/A;The page discusses the Berner Kantonsverwaltung's decision to implement Microsoft 365 starting from 2024.
https://www.gba.dij.be.ch/de/start/dienstleistungen/formulare.html;No;No;No;N/A;N/A;The page provides various forms related to the cantonal land registry office.
https://www.she.dij.be.ch/de/start/themen/dienstleistungsbetrieb/betreutes-freizeitreiten.html;No;No;No;N/A;N/A;The page offers supervised recreational horse riding for children and teenagers at Schulheim Schloss Erlach.
https://www.hbav.dij.be.ch/de/start/hb-dm01/liegenschaften/datenbeschreibung-tabellen-und-attributierung/grenzpunkt.html;No;No;No;N/A;N/A;The page provides detailed information about border points, their attributes, and how they are identified.
https://www.aare.bvd.be.ch/de/start/aare-mittelland/aare---guerbemuendung/hochwasserschutz-muri--rechtes-aareufer-.html;No;No;No;N/A;N/A;The page discusses flood protection measures taken by the Canton of Bern in collaboration with the municipality of Muri.
https://www.bildungscampus-burgdorf.bvd.be.ch/de/tools/rechtliches.html;No;No;No;N/A;N/A;The page provides legal disclaimers and information about data processing for the Bildungscampus Burgdorf website.
https://www.bkd.be.ch/de/start/themen/bildung-im-kanton-bern/berufsbildung/brueckenangebote/anmeldung-brueckenangebote/informationen-fuer-betriebe.html;No;No;No;N/A;N/A;The page provides information for companies about pre-apprenticeship programs and the registration process.
https://www.kultur.bkd.be.ch/de/start/themen/kulturfoerderung/kulturvermittlung/kultur-und-schule/foerdermoeglichkeiten-fuer-kulturanbietende/angebotspalette-fuer-kulturgutscheine.html;No;No;No;N/A;N/A;The page provides information on cultural vouchers and how they can be used to support cultural activities in schools.
https://www.bst.bkd.be.ch/de/tools/rechtliches.html;No;No;No;N/A;N/A;The page provides legal disclaimers and information about data processing for the Beratungsstelle der Berner Hochschulen website.
https://www.weu.be.ch/de/start/themen/umwelt/luft-laerm-strahlung/luft/luftemissionen-landwirtschaft.html;No;No;No;N/A;N/A;The page discusses air emissions from agriculture and measures to reduce them.
