page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://ar.ch/verwaltung/departement-gesundheit-und-soziales/amt-fuer-soziales/abteilung-soziale-einrichtungen/einrichtungen-fuer-menschen-mit-behinderung/;No;No;No;N/A;The page discusses facilities and services for people with disabilities in Appenzell Ausserrhoden.
https://ar.ch/verwaltung/departement-bildung-und-kultur/amt-fuer-kultur/kantonsbibliothek/recherche/unsere-kataloge/;No;No;No;N/A;The page provides information on various catalogs available in the Kantonsbibliothek, including books, images, and manuscripts.
https://ar.ch/verwaltung/departement-bau-und-volkswirtschaft/arbeitslosenversicherung-ar/regionales-arbeitsvermittlungszentrum-rav/stellensuchende/infos-zu-arbeitswiss/;Yes;Yes;No;Webpage;The page provides information on online consultations via Microsoft Teams for the Regional Employment Center.
https://ar.ch/verwaltung/departement-bau-und-volkswirtschaft/amt-fuer-umwelt/gewaesserschutz/grundwasser/ausscheidung-von-grundwasserschutzzonen-und-arealen/;No;No;No;N/A;The page discusses the demarcation of groundwater protection zones and areas in Appenzell Ausserrhoden.
https://ar.ch/verwaltung/departement-bau-und-volkswirtschaft/amt-fuer-raum-und-wald/abteilung-wald-und-naturgefahren/gravitative-naturgefahren/;No;No;No;N/A;The page discusses measures and guidelines for protecting against gravitational natural hazards in Appenzell Ausserrhoden.
https://ar.ch/verwaltung/departement-bildung-und-kultur/departementssekretariat/;No;No;No;N/A;The page describes the roles and responsibilities of the Department Secretariat in organizational, personnel, and administrative tasks.
https://ar.ch/verwaltung/departement-bau-und-volkswirtschaft/amt-fuer-umwelt/gewaesserschutz/grundwasser/;No;No;No;N/A;The page discusses groundwater usage in Appenzell Ausserrhoden, primarily for drinking and utility water.
https://ar.ch/verwaltung/departement-bau-und-volkswirtschaft/amt-fuer-umwelt/energie/baubewilligung-und-energienachweise/formulare-und-zugehoerige-vollzugshilfen/;Yes;Yes;Yes;PDF;The page provides downloadable PDF forms related to energy certificates, which can be filled out using Adobe Acrobat Reader.
https://ar.ch/verwaltung/departement-bau-und-volkswirtschaft/amt-fuer-umwelt/radon/;No;No;No;N/A;The page discusses the risks and measures related to Radon gas in buildings in Appenzell Ausserrhoden.
https://ar.ch/search/news-suchergebnis/news/sturm-vaia-aufraeumarbeiten-sind-angelaufen/;No;No;No;N/A;The page discusses the aftermath of the storm Vaia and the ongoing cleanup efforts in Appenzell Ausserrhoden.
