page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;type_of_software_guide;page_content
https://ar.ch/search/news-suchergebnis/news/eine-toolbox-zur-politischen-teilhabe-junger-menschen/;No;No;No;N/A;Discusses a toolbox for promoting political participation among young people.
https://ar.ch/search/news-suchergebnis/news/steuererklaerung-2017-aufgeschaltet/;No;No;No;N/A;Discusses the electronic tax declaration form for 2017 in Appenzell Ausserrhoden.
https://ar.ch/gerichte/kantonsgericht/gerichtspraktikum/;No;No;No;N/A;Provides information on a one-year judicial internship at the Cantonal Court of Appenzell Ausserrhoden.
https://ar.ch/verwaltung/departement-gesundheit-und-soziales/veterinaeramt/tierarzneimittel/;No;No;No;N/A;Discusses veterinary medicines and their proper handling and disposal.
https://ar.ch/verwaltung/kantonskanzlei/staatsarchiv/kirchenbuecher-online-familienforschung/;No;Yes;Yes;Web;Provides access to digitized church records for family research and recommends using Firefox and Chrome browsers.
https://ar.ch/verwaltung/departement-gesundheit-und-soziales/veterinaeramt/informationen-fuer-tieraerzte/;No;No;No;N/A;Restricted access page for veterinarians to log in.
https://ar.ch/verwaltung/departement-bildung-und-kultur/amt-fuer-mittel-und-hochschulen-und-berufsbildung/abteilung-berufsbildung/berufslehre/nach-der-lehre/;No;Yes;Yes;Web;Provides information and resources for vocational training and career development after apprenticeship.
https://ar.ch/search/news-suchergebnis/news/coronavirus-contact-tracing-und-anlaufstellen-neu-organisiert/;No;No;No;N/A;Discusses the reorganization of contact tracing and new helpline numbers for COVID-19 in Appenzell Ausserrhoden.
https://ar.ch/verwaltung/departement-bildung-und-kultur/amt-fuer-volksschule-und-sport/abteilung-regelpaedagogik/beurteilung-von-lernenden/dateien-beurteilung-ab-1718/;No;Yes;Yes;PDF, DOCX;Provides various educational assessment files in PDF and DOCX formats for elementary education.
https://ar.ch/search/news-suchergebnis/news/staatsrechnung-schliesst-besser-ab/;No;No;No;N/A;Discusses the financial performance of the canton of Appenzell Ausserrhoden for the year 2019, highlighting better-than-expected results.
