page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://www.ag.ch/de/verwaltung/bks/kultur/kulturvermittlung/kultur-macht-schule/angebote-fuer-schulklassen?dc=7e4261ae-8d84-408e-b2b8-343db27ef9d7_de;No;No;No;N/A;N/A;The page is about a film project for school classes, focusing on various aspects of filmmaking.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=digital-days-2022-cybersecurity-und-digitale-kompetenzen-als-schwerpunktthemen-9de7d2d1-58b0-48ab-86e0-3d4b5d00e623_de;Yes;No;No;N/A;N/A;The page discusses an event focused on digital transformation, including cybersecurity and digital competencies.
https://www.ag.ch/de/verwaltung/bvu/umwelt-natur-landschaft/hochwasserschutz-gewaesser/hydrometrie/projekte;Yes;No;No;N/A;N/A;The page discusses various projects related to hydrometry, including the use of software for data collection and analysis.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=coronavirus-(covid-19)-sekundarstufe-ii-bis-ende-februar-2021-im-fernunterricht-erste-auszahlung-von-fixkostenbeitraegen-an-unternehmen-noch-im-januar-dec1e0bc-dc0b-4bc9-ad31-09c33ce12ef1_de;No;No;No;N/A;N/A;The page discusses the extension of remote learning for secondary schools and financial support for businesses affected by COVID-19.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=genuegend-halteplaetze-fuer-fahrende-09ab2c42-69ff-407b-8e4b-2a78715b4e6f_de;No;No;No;N/A;N/A;The page discusses the need for sufficient stopping places for itinerant people in the canton of Aargau.
https://www.ag.ch/de/verwaltung/dgs/gesundheit/kantonsaerztlicher-dienst/rettungswesen/first-responder-kanton-aargau;No;No;No;N/A;N/A;The page discusses the First Responder system in the canton of Aargau, including guidelines and the use of Automated External Defibrillators (AEDs).
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=kanton-belegt-asylunterkunft-in-aarburg-gestaffelt-8284ad74-9824-4c15-9822-a1fef3025a17_de;No;No;No;N/A;N/A;The page discusses the housing situation for asylum seekers in the canton of Aargau and the measures being taken to address it.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=gleichstellungs-faelle-im-internet-35446fcb-3b33-44d4-b0ed-8c5b29cf8739_de;No;No;No;N/A;N/A;The page discusses a database that collects cases related to gender equality in the workplace, including wage discrimination and harassment.
https://www.ag.ch/de/verwaltung/dfr/steuern/natuerliche-personen/steuererklaerung-easytax/esteuerauszug;Yes;Yes;Yes;PDF;Finance and taxes;The page provides information on eSteuerauszug, a feature that enhances the quality and transparency of the tax declaration process, and offers a PDF guide for importing bank data into EasyTax software.
https://www.ag.ch/de/ueber-uns/jobs-karriere/arbeiten-beim-kanton-aargau/berufslehre-mittelschulpraktika?dc=367db75d-97cd-4741-8ff9-68aa2ce739a7_de;Yes;No;Yes;PDF;Education;The page provides information on vocational training and internships in the field of information technology, including the development, implementation, and maintenance of IT solutions.
