page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://www.ag.ch/de/verwaltung/dvi/kantonspolizei/verkehr-und-umwelt/verkehr;No;No;No;N/A;N/A;The page provides information on traffic and environmental issues managed by the Cantonal Police of Aargau.
https://www.ag.ch/de/verwaltung/bks/berufsbildung-mittelschulen/berufsvorbereitung-zwischenloesungen/angebote-fuer-jugendliche;No;No;No;N/A;N/A;The page offers various programs and services to assist young people in transitioning from school to vocational training or employment.
https://www.ag.ch/de/verwaltung/dvi/strassenverkehr/koerperbehinderung-verkehrsmedizin/arztpersonen/qualitaetssicherung-emedko;Yes;Yes;Yes;PDF;Health;"The page discusses the electronic application ""emedko"" used for periodic medical examinations related to driving fitness."
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=wegweiser-zu-den-roemern-und-habsburgern-f33e83ae-5e7c-43ba-af49-9379f472fcdf_de;No;No;No;N/A;N/A;The page provides information about a brochure detailing a tour of historical sites related to the Romans and Habsburgs.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=regierungsrat-legt-finanzpolitische-ziele-fest-e1aac7d0-34f9-4ae7-9405-5f32fb6b1a08_de;No;No;No;N/A;N/A;The page outlines the financial goals and principles set by the government of Kanton Aargau for medium and long-term financial planning.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=wegweiser-zum-neuen-steuergesetz-c22fa01c-1bc7-4a4a-ab8d-076ee1842bc5_de;No;No;No;N/A;N/A;The page discusses a guide sent to households in Aargau to help them transition to a new tax system.
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/stellensuchende-arbeitslose/jugendarbeitslosigkeit/motivationssemester;No;No;No;N/A;N/A;The page describes a program aimed at unemployed youth, offering education, work, and application training.
https://www.ag.ch/de/verwaltung/bks/kultur/kulturpflege/archaeologie/sehenswuerdigkeiten-fundorte?dc=10005055-3dd6-4aa5-b8c7-6c25982cd128_de;No;No;No;N/A;N/A;The page describes a nearly fully preserved Roman theater located in Lenzburg, detailing its history and significance.
https://www.ag.ch/de/verwaltung/bks/berufsbildung-mittelschulen/berufsvorbereitung-zwischenloesungen/angebote-fuer-jugendliche/anlaufstelle-wegweiser;No;No;No;N/A;N/A;The page provides information on how young people can register for transitional solutions between obligatory schooling and vocational training.
https://www.ag.ch/de/themen/klimawandel/mein-beitrag/fuer-gemeinden;No;No;No;N/A;N/A;The page discusses how communities can plan and conduct sustainable events.
