page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/standortfoerderung/aktuell/blog/blog-archiv?dc=7bc0f137-1b58-4653-aa64-368c16f81699_de;Yes;No;No;N/A;N/A;Discusses UAV-System technology and software for drone control.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=falsch-abgelagerter-strassenrand-humus-entsorgt-33ede7cd-126e-4e36-beea-3668e3e77232_de;No;No;No;N/A;N/A;Discusses the removal of improperly deposited roadside soil.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=situation-mit-besonnenheit-analysieren-und-notwendige-massnahmen-ergreifen-46e93d21-d6d1-4775-8b24-dbd52000156d_de;No;No;No;N/A;N/A;Discusses measures and guidelines related to COVID-19 in the Kanton Aargau.
https://www.ag.ch/de/verwaltung/dvi/kantonspolizei/waffen-und-sprengmittel/sprengmittel;N/A;N/A;N/A;N/A;N/A;Unable to retrieve content for analysis.
https://www.ag.ch/de/verwaltung/bvu/mobilitaet-verkehr/strasseninfrastruktur/newsletter/beilagen-newsletter;Yes;No;Yes;PDF;Maps, infrastructures and territorial planning;Discusses various topics related to road infrastructure, including Building Information Modeling (BIM).
https://www.ag.ch/de/verwaltung/dgs/gesundheit/gesundheitsversorgung/restkostenfinanzierung/stationaer/elektronische-abrechnung;Yes;Yes;Yes;PDF;Health;Discusses electronic billing for healthcare providers, including the use of Excel and PDF files for invoicing.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=hochwasser-situation-im-kanton-aargau-erhoehtes-ueberschwemmungsrisiko-25a0955f-e265-43b8-a980-b172d8686e6d_de;No;No;No;N/A;N/A;Discusses the high flood risk in the Kanton Aargau due to recent heavy rainfall.
https://www.ag.ch/de/smartserviceportal/dienstleistungen?dl=an-eanhoerungen-teilnehmen-e0ad19b4-9807-42a4-951d-e58102d11d57_de;Yes;Yes;Yes;PDF;E-governance and administration;Provides information on how to participate in e-hearings via the Smart Service Portal.
https://www.ag.ch/de/verwaltung/bks/kultur/kulturpflege/archaeologie/sehenswuerdigkeiten-fundorte/aargauer-pfahlbauten/podcast-riesi?dc=679ac7d3-87a3-40ed-88fb-8966e9fbf39d_de;No;No;No;N/A;N/A;Discusses archaeological findings and research related to Bronze Age houses in Switzerland.
https://www.ag.ch/de/verwaltung/bks/kultur/kulturpflege/archaeologie/sehenswuerdigkeiten-fundorte?dc=5ce63aa2-3fed-4f90-95ce-21f3eeaf28fc_de;No;No;No;N/A;N/A;Discusses the archaeological features and history of the Burgruine Alt Homberg.
