page_link;page_is_about_software;page_is_software_guide;page_contains_software_guide;guide_format;guide_topic;page_content
https://www.ag.ch/de/verwaltung/dfr/steuern/natuerliche-personen/steuererklaerung-easytax/haeufige-fragen-zu-easytax;Yes;Yes (webpage guide);No;Webpage;Finance and taxes;The webpage provides a FAQ section for EasyTax, a tax software.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=von-burgenbau-bis-beizjagd-3422489b-7c76-45c1-bd6a-05691cf684d2_de;No;No;No;N/A;N/A;The webpage discusses various cultural and historical topics in the Canton of Aargau.
https://www.ag.ch/de/verwaltung/dvi/persoenliches-zivilstandswesen/zivilstandsfragen/meldung-auslaendisches-ereignis;No;No;No;N/A;N/A;The webpage returned a 404 error.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenentest-2014-4da5d1e7-b64b-48ea-8987-fe6c078e9e2d_de;No;No;No;N/A;N/A;The webpage provides information about the annual siren test in Switzerland, including the types of sirens and their functionalities.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=sirenentest-am-mittwoch-6-februar-2013-13ec8f6f-ea9f-4319-9838-85a47c837cf6_de;No;No;No;N/A;N/A;The webpage provides details about the siren test conducted in Switzerland on February 6, 2013, including the types of sirens and their functionalities.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=solidaritaetsbeitrag-steht-opfern-von-fuersorgerischen-zwangsmassnahmen-weiter-offen-99e5a652-76fe-400e-8880-4de45857a3ba_de;No;No;No;N/A;N/A;The webpage discusses the extension of the deadline for victims of coercive measures in Switzerland to apply for a solidarity contribution.
https://www.ag.ch/de/verwaltung/dfr/ueber-uns/organisation/informatik-aargau/fernwartung;Yes;Yes (webpage guide);No;Webpage;E-governance and administration;The webpage provides instructions for remote support using the ISL Client, including how to establish a connection and receive support.
https://www.ag.ch/de/verwaltung/dvi/wirtschaft-arbeit/standortfoerderung/fachkraefte/informationen-kontaktstellen;No;No;No;N/A;N/A;The webpage discusses the shortage of skilled professionals in various sectors, including IT, but does not provide a guide or software-related content.
https://www.ag.ch/de/verwaltung/bvu/umwelt-natur-landschaft/hochwasserschutz-gewaesser/hochwasser-pikettdienst;No;No;No;N/A;N/A;The webpage provides information about the flood emergency service in the Canton of Aargau, including its organization and responsibilities.
https://www.ag.ch/de/aktuell/medien/medienmitteilungen?mm=jaehrlicher-sirenentest-am-2-februar-2022-6e2da65c-6388-4316-98a0-0d34671a186a_de;No;No;No;N/A;N/A;The webpage provides information about the annual siren test in Switzerland, scheduled for February 2, 2022, including the types of alarms and their functionalities.
